"scenario","method","quantity","n","coverage","bias","rmse","mean_posterior_sd","mean_abs_standardized_bias"
"parent_excitation_dense","one_step_finite_population_overdispersed","recruit_mean_50",10,1,0.0967699755853453,0.143416361558269,0.166836024106421,0.650408868416104
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruit_mean_50",9,1,0.245438508534204,0.340773876164623,0.319093009347922,0.901717651463942
"parent_excitation_dense","one_step_gamma_poisson","recruit_mean_50",10,1,0.0850208820795913,0.139906640525953,0.178644545233246,0.659245969505158
"parent_excitation_sparse","one_step_gamma_poisson","recruit_mean_50",10,1,0.24070075200387,0.338528281859283,0.374462421077589,0.747143760377078
"parent_excitation_dense","one_step_finite_population","recruit_mean_80",8,0.875,0.0857216104408813,0.147024673192238,0.103354338816045,0.904064132571256
"parent_excitation_sparse","one_step_finite_population","recruit_mean_80",10,1,0.15557383023189,0.218129630036717,0.201850965749183,0.902755977207243
"parent_excitation_dense","one_step_finite_population_overdispersed","recruit_mean_80",10,1,0.0608624887718762,0.087928429033476,0.107470139760674,0.621884223749659
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruit_mean_80",9,1,0.157594720111991,0.219807708371368,0.205638748037633,0.909829805653616
"parent_excitation_dense","one_step_gamma_poisson","recruit_mean_80",10,1,0.0534512750390114,0.0865904001432873,0.114341108372672,0.631235218059926
"parent_excitation_sparse","one_step_gamma_poisson","recruit_mean_80",10,1,0.14799255899742,0.213919271928619,0.23839703155279,0.735078060586216
"parent_excitation_dense","one_step_finite_population","recruit_sd.log_recruit_sd",8,0.875,-0.193464151826857,0.537847094317394,0.0218199137503052,4.17658625143789
"parent_excitation_sparse","one_step_finite_population","recruit_sd.log_recruit_sd",10,0.9,0.0170165923087974,0.0406771029659332,0.0360427692653181,0.836761563462391
"parent_excitation_dense","one_step_finite_population_overdispersed","recruit_sd.log_recruit_sd",10,1,0.000877313929751945,0.01324261693569,0.0200983266009182,0.554734023129993
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruit_sd.log_recruit_sd",9,0.888888888888889,0.0290384225406968,0.0439016349568306,0.0405063389675111,0.824424384084978
"parent_excitation_dense","one_step_gamma_poisson","recruit_sd.log_recruit_sd",10,1,-8.00757179823201e-05,0.01149754533841,0.0228815446359506,0.45944820375682
"parent_excitation_sparse","one_step_gamma_poisson","recruit_sd.log_recruit_sd",10,0.9,0.0217425493212928,0.041889824913015,0.0493872856302935,0.676713060060874
"parent_excitation_dense","one_step_finite_population","recruitment_110",8,0.875,7307.53709921412,20668.8452500643,3138.07586351385,0.671722108384189
"parent_excitation_sparse","one_step_finite_population","recruitment_110",10,1,-0.025042645068773,0.0533293080066115,0.0673391225662196,0.675749538811538
"parent_excitation_dense","one_step_finite_population_overdispersed","recruitment_110",10,1,-0.00521417807870155,0.0213476138275042,0.0343621751073845,0.529199609274497
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruitment_110",9,1,-0.0224735525389034,0.0534780339841634,0.0666790505607246,0.670873622165187
"parent_excitation_dense","one_step_gamma_poisson","recruitment_110",10,1,0.00237110473669142,0.0213298747032798,0.0260647026458601,0.678827787094273
"parent_excitation_sparse","one_step_gamma_poisson","recruitment_110",10,1,-0.0172737970271022,0.0515657706532294,0.054480876031533,0.846732367649821
"parent_excitation_dense","one_step_finite_population","recruitment_50",8,0.875,-0.00283307247652649,0.00685494155322557,0.00110790554047022,153.110008959901
"parent_excitation_sparse","one_step_finite_population","recruitment_50",10,1,-4.394516118795e-05,0.0015938328016387,0.00242887947950211,0.568383689107488
"parent_excitation_dense","one_step_finite_population_overdispersed","recruitment_50",10,1,-7.83081004251497e-05,0.00114568492521681,0.00131903868749129,0.66493215044354
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruitment_50",9,1,2.23728528854717e-05,0.0015886886652067,0.00238882499139806,0.574645299764027
"parent_excitation_dense","one_step_gamma_poisson","recruitment_50",10,0.8,0.00023144959721335,0.00160038840895797,0.000992500492412453,1.16832928198645
"parent_excitation_sparse","one_step_gamma_poisson","recruitment_50",10,1,0.000154177838441123,0.00224026282617033,0.00210287134353748,0.950347519270402
"parent_excitation_dense","one_step_finite_population","recruitment_80",8,0.875,0.256391409340341,0.731550499276922,0.0686052233654227,0.897759041397672
"parent_excitation_sparse","one_step_finite_population","recruitment_80",10,1,-0.00187686227739641,0.00930990129291889,0.0142282170225009,0.563437689829719
"parent_excitation_dense","one_step_finite_population_overdispersed","recruitment_80",10,1,-0.000783414186121076,0.00607037870441628,0.00761128689389435,0.625660445332997
"parent_excitation_sparse","one_step_finite_population_overdispersed","recruitment_80",9,1,-0.00140547102618111,0.0095062017032738,0.0139854709748766,0.602381329365504
"parent_excitation_dense","one_step_gamma_poisson","recruitment_80",10,0.8,0.00106637096451675,0.00818562970830976,0.00592657608147016,1.07397155428253
"parent_excitation_sparse","one_step_gamma_poisson","recruitment_80",10,1,-0.000558422175220924,0.0124510213558728,0.0123487148736025,0.920498437842615
"parent_excitation_dense","one_step_finite_population","survival_110",8,1,-0.000262777868459532,0.00296565955184638,0.00552218234814979,0.473638636420826
"parent_excitation_sparse","one_step_finite_population","survival_110",10,1,-0.00729116335613328,0.020861096999831,0.029001499876394,0.555977968816448
"parent_excitation_dense","one_step_finite_population_overdispersed","survival_110",10,1,0.000483662862192546,0.00451855961343452,0.00596505623644075,0.593025855638135
"parent_excitation_sparse","one_step_finite_population_overdispersed","survival_110",9,1,-0.00569923937971222,0.0199067019681495,0.0281737375125375,0.516889789413688
"parent_excitation_dense","one_step_gamma_poisson","survival_110",10,1,0.00151204343843752,0.00608878478719822,0.0132042699578773,0.383949478223472
"parent_excitation_sparse","one_step_gamma_poisson","survival_110",10,1,-0.00883310938620834,0.0234031841156967,0.0267888585263519,0.732333126180368
"parent_excitation_dense","one_step_finite_population","survival_50",8,0.875,-0.000659798472214403,0.00501529350067784,0.00543860024495817,0.751479029147309
