"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","prior_sd","contraction","scenario","replicate","method","group"
"survival_at_80",0.36,0.302965652766733,0.0503704908276692,0.204506473988872,0.301769846769545,0.390313238456609,TRUE,-1.13229683284994,1.5,0.966419672781554,"parent_excitation_sparse",1,"recursive_gamma_poisson","survival"
"survival_slope_20",0.64,0.648011694479864,0.0326582047009645,0.580366320531306,0.650402837729563,0.706086662667375,TRUE,0.245319500971442,1,0.967341795299036,"parent_excitation_sparse",1,"recursive_gamma_poisson","survival"
"growth_increment_80",8.4,8.62181867900273,0.145043772454197,8.36838956916492,8.62898905571082,8.91422599736797,TRUE,1.52932232283723,6,0.9758260379243,"parent_excitation_sparse",1,"recursive_gamma_poisson","growth"
"growth_slope_20",-2.4,-2.39375539335708,0.0659181339358725,-2.52257012828826,-2.39126307177217,-2.26519375400135,TRUE,0.0947327581966294,3,0.978027288688043,"parent_excitation_sparse",1,"recursive_gamma_poisson","growth"
"log_growth_sd",1.50407739677627,1.44045870048168,0.0292580860544346,1.38619877148226,1.43781010832598,1.49799909514015,FALSE,-2.17439705988393,0.7,0.95820273420795,"parent_excitation_sparse",1,"recursive_gamma_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-1.6973776217952,0.0601483491610493,-1.80558573266135,-1.69735277309843,-1.57600411508566,TRUE,-0.0703334554358373,1.5,0.9599011005593,"parent_excitation_sparse",1,"recursive_gamma_poisson","recruitment"
"recruitment_slope_20",1.5,1.49559859066088,0.0231621881322816,1.450752482051,1.49569636904333,1.54082726538104,TRUE,-0.190025627716251,1,0.976837811867718,"parent_excitation_sparse",1,"recursive_gamma_poisson","recruitment"
"recruit_mean_80",44.6,44.731769904071,0.246107458599997,44.2708382348137,44.7504071356882,45.1995446955027,TRUE,0.535416134157839,10,0.97538925414,"parent_excitation_sparse",1,"recursive_gamma_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.374520209954407,0.0923010594954588,0.197839758533325,0.372226504791288,0.545312795895746,TRUE,-0.276050894592894,2,0.953849470252271,"parent_excitation_sparse",1,"recursive_gamma_poisson","recruit_size"
"log_recruit_sd",1.25276296849537,1.27015310952112,0.012299093557967,1.24655047004326,1.26980352464144,1.29350251124897,TRUE,1.41393680304877,0.7,0.982429866345761,"parent_excitation_sparse",1,"recursive_gamma_poisson","recruit_size"
"log_process_precision",NA,6.22999016721399,0.75372582404321,4.80155533007349,6.18578116932251,7.80406961180653,NA,NA,2,0.623137087978395,"parent_excitation_sparse",1,"recursive_gamma_poisson","process"
"survival_at_80",0.36,0.322940312564847,0.0814676785981687,0.180774087636489,0.321199590750175,0.487512622120495,TRUE,-0.454900496403565,1.5,0.945688214267888,"parent_excitation_sparse",1,"one_step_gamma_poisson","survival"
"survival_slope_20",0.64,0.622514256469254,0.0512019117720598,0.524250207566648,0.618978332107529,0.726705378013826,TRUE,-0.341505676752637,1,0.94879808822794,"parent_excitation_sparse",1,"one_step_gamma_poisson","survival"
"growth_increment_80",8.4,8.49886743486761,0.170486435761851,8.13979170012968,8.49999860043758,8.81194847202003,TRUE,0.579913788600274,6,0.971585594039691,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"growth_slope_20",-2.4,-2.34892588838884,0.0902682793750032,-2.53961519273032,-2.35022548766101,-2.17494652697586,TRUE,0.565803535469866,3,0.969910573541666,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"log_growth_sd",1.50407739677627,1.4633369956042,0.0339303136613472,1.39838346477588,1.46418039039193,1.52718200535637,TRUE,-1.20070806237444,0.7,0.951528123340933,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-1.75813943813535,0.0557874132931471,-1.87008364928794,-1.75990520130367,-1.64182796767847,TRUE,-1.16499858550332,1.5,0.962808391137902,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruitment"
"recruitment_slope_20",1.5,1.51760722518974,0.0216324490807293,1.47669708632721,1.51766939145087,1.56129797567039,TRUE,0.813926575027797,1,0.978367550919271,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruitment"
"recruit_mean_80",44.6,44.758797112665,0.232403398524555,44.3077321724027,44.7590450201673,45.1871142448927,TRUE,0.683282231125559,10,0.976759660147545,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.361617057454117,0.0871463722159684,0.196798054211635,0.361539158690612,0.531044176462794,TRUE,-0.440442230351962,2,0.956426813892016,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"log_recruit_sd",1.25276296849537,1.27017237205962,0.0123590716533601,1.24653239595047,1.26986778923582,1.29403870891983,TRUE,1.40863359745282,0.7,0.982344183352343,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"log_process_precision",NA,6.76203402315516,1.02451742079453,4.80826518086902,6.74169458264094,8.8172689122977,NA,NA,2,0.487741289602734,"parent_excitation_sparse",1,"one_step_gamma_poisson","process"
"survival_at_80",0.36,0.355676841742093,0.0299766868655838,0.294049599782577,0.356448857170246,0.409182718885065,TRUE,-0.144217347210245,1.5,0.980015542089611,"parent_excitation_dense",1,"recursive_gamma_poisson","survival"
"survival_slope_20",0.64,0.653203791396803,0.0193260099407805,0.613416629430392,0.653744111582526,0.686627587049288,TRUE,0.683213526085418,1,0.98067399005922,"parent_excitation_dense",1,"recursive_gamma_poisson","survival"
"growth_increment_80",8.4,8.31588707132547,0.0689674197241959,8.18275171205591,8.31833166494715,8.44256490863962,TRUE,-1.21960382178864,6,0.988505430045967,"parent_excitation_dense",1,"recursive_gamma_poisson","growth"
"growth_slope_20",-2.4,-2.3688090074002,0.0335049535368391,-2.4300838282778,-2.3695901886772,-2.29361148767237,TRUE,0.930936751352382,3,0.988831682154387,"parent_excitation_dense",1,"recursive_gamma_poisson","growth"
"log_growth_sd",1.50407739677627,1.4517112037372,0.0147297604063796,1.42464772323385,1.45190406625662,1.47926064397811,FALSE,-3.5551286371494,0.7,0.978957485133743,"parent_excitation_dense",1,"recursive_gamma_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-1.69826512021979,0.0296472261106002,-1.75151173037413,-1.699892232143,-1.64490433089876,TRUE,-0.17262794302419,1.5,0.980235182592933,"parent_excitation_dense",1,"recursive_gamma_poisson","recruitment"
"recruitment_slope_20",1.5,1.50506664828272,0.0112843515086222,1.48414089777245,1.50536387935269,1.52667114034418,TRUE,0.448997736276191,1,0.988715648491378,"parent_excitation_dense",1,"recursive_gamma_poisson","recruitment"
"recruit_mean_80",44.6,44.5805699320858,0.110442245561959,44.3826844832758,44.5766928135272,44.7860156555275,TRUE,-0.175929670891648,10,0.988955775443804,"parent_excitation_dense",1,"recursive_gamma_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.417463438709956,0.0414147184035361,0.337098951828747,0.41712767027213,0.499363260511927,TRUE,0.421672279400668,2,0.979292640798232,"parent_excitation_dense",1,"recursive_gamma_poisson","recruit_size"
"log_recruit_sd",1.25276296849537,1.25045093395093,0.00593748880605882,1.23811252857313,1.25058971528856,1.26297438739479,TRUE,-0.389396025821015,0.7,0.991517873134202,"parent_excitation_dense",1,"recursive_gamma_poisson","recruit_size"
"log_process_precision",NA,7.28967391962763,0.535058894281147,6.23503963173657,7.29308350962856,8.33769262805438,NA,NA,2,0.732470552859426,"parent_excitation_dense",1,"recursive_gamma_poisson","process"
"survival_at_80",0.36,0.345277446823457,0.0412021522600298,0.263700958732326,0.344898126745612,0.422485764677315,TRUE,-0.357324857294538,1.5,0.972531898493313,"parent_excitation_dense",1,"one_step_gamma_poisson","survival"
"survival_slope_20",0.64,0.636667890767031,0.0275719367267257,0.587583806449795,0.635345021666125,0.687525597755737,TRUE,-0.120851475396695,1,0.972428063273274,"parent_excitation_dense",1,"one_step_gamma_poisson","survival"
"growth_increment_80",8.4,8.31959956351155,0.0842971099044207,8.16627995146299,8.32101027259182,8.48813038054714,TRUE,-0.953774531293098,6,0.985950481682597,"parent_excitation_dense",1,"one_step_gamma_poisson","growth"
"growth_slope_20",-2.4,-2.38384551173782,0.0406436728848217,-2.45952630156938,-2.38697821181849,-2.29811143192499,TRUE,0.397466250354844,3,0.986452109038393,"parent_excitation_dense",1,"one_step_gamma_poisson","growth"
"log_growth_sd",1.50407739677627,1.45528370591835,0.0169113214752509,1.42341158500984,1.45458576671147,1.48924638298181,FALSE,-2.88526777338664,0.7,0.97584096932107,"parent_excitation_dense",1,"one_step_gamma_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-1.68384169604152,0.0298556846216312,-1.74369134614491,-1.68273784221898,-1.62922932655695,TRUE,0.311682168282467,1.5,0.980096210252246,"parent_excitation_dense",1,"one_step_gamma_poisson","recruitment"
"recruitment_slope_20",1.5,1.49831236484768,0.0116839830638758,1.47538296077047,1.49791220809135,1.52186688022725,TRUE,-0.144440054653819,1,0.988316016936124,"parent_excitation_dense",1,"one_step_gamma_poisson","recruitment"
"recruit_mean_80",44.6,44.5682036479475,0.109164280919987,44.3441517605898,44.5699723857425,44.7859571068242,TRUE,-0.291270659088514,10,0.989083571908001,"parent_excitation_dense",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.422653094087793,0.0408677651765822,0.342491819898685,0.422053177676446,0.499801380556787,TRUE,0.554302247502722,2,0.979566117411709,"parent_excitation_dense",1,"one_step_gamma_poisson","recruit_size"
"log_recruit_sd",1.25276296849537,1.25019360966773,0.00607515126727015,1.23901217158619,1.25021598597992,1.2621115072893,TRUE,-0.422929193793238,0.7,0.991321212475328,"parent_excitation_dense",1,"one_step_gamma_poisson","recruit_size"
"log_process_precision",NA,7.61933509338872,0.583470440097988,6.47094360603118,7.61411224082452,8.73789820130253,NA,NA,2,0.708264779951006,"parent_excitation_dense",1,"one_step_gamma_poisson","process"
"survival_at_80",0.36,0.349272036741854,0.0434568112500947,0.267208628796712,0.347869665717294,0.431655263873966,TRUE,-0.246864943596679,1.5,0.971028792499937,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","survival"
"survival_slope_20",0.64,0.64726206706902,0.026491117875333,0.593875281537139,0.646712624088548,0.699775827682846,TRUE,0.274132148865711,1,0.973508882124667,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","survival"
"growth_increment_80",8.4,8.33491060393344,0.0822895689792109,8.17869114537606,8.33562412122225,8.49564550682692,TRUE,-0.79097991244806,6,0.986285071836798,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","growth"
"growth_slope_20",-2.4,-2.39732081950892,0.0415424342903253,-2.46894185468792,-2.39677713671716,-2.31881597482947,TRUE,0.0644926215050403,3,0.986152521903225,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","growth"
"log_growth_sd",1.50407739677627,1.45126096165924,0.0169997035182133,1.41818425898642,1.45079562019311,1.48495554215815,FALSE,-3.10690330925188,0.7,0.975714709259695,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-1.69480865705317,0.0324953193801099,-1.75743786146412,-1.69203383958397,-1.63339046235287,TRUE,-0.0511297172920914,1.5,0.978336453746593,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","recruitment"
"recruitment_slope_20",1.5,1.50419840908006,0.0130095270603901,1.47974360443782,1.50328127331838,1.5297940672873,TRUE,0.322718040446281,1,0.98699047293961,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","recruitment"
"recruit_mean_80",44.6,44.5450348346671,0.097261017484689,44.3584997298912,44.5452215645268,44.7264483875224,TRUE,-0.565130478319015,10,0.990273898251531,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.435183287723955,0.0350994005413557,0.372246872296369,0.435509070679713,0.50604795077333,TRUE,1.00238998903984,2,0.982450299729322,"parent_excitation_dense",1,"one_step_shared_gamma_poisson","recruit_size"
