"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","scenario","replicate","method","group"
"survival_80",0.589040434058665,0.58955295438153,0.0237337945077376,0.540600501818704,0.589862959711991,0.634201336516123,TRUE,0.0215945378096759,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","survival"
"survival_110",0.789181706522253,0.780772247057892,0.030011023963615,0.714829530351076,0.78272771541442,0.834907057891204,TRUE,-0.280212347121391,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","survival"
"growth_increment_50",12,12.1111949798331,0.220266953301399,11.6726135671688,12.1217039928479,12.4898732065842,TRUE,0.504819166772275,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","growth"
"growth_increment_80",8.4,8.37749178354464,0.15276561879577,8.06640233605969,8.37751892704205,8.66421182011404,TRUE,-0.147338233777901,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","growth"
"growth_increment_110",4.8,4.6437885872562,0.16915506383719,4.33047694361747,4.63874110489147,4.99646596900501,TRUE,-0.923480558017164,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,4.32148239261554,0.126342315063332,4.07128183215948,4.31810426152794,4.56162268084663,TRUE,-1.41296767670414,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0204907846057965,0.00207886863088293,0.0167336600649695,0.020439172349998,0.024325948520909,TRUE,0.530904489845881,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.192438047252245,0.0122486176239094,0.170675141169329,0.19246247661599,0.214424905430608,TRUE,0.693819247809261,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.81003962352081,0.0537851680888766,1.71636963811117,1.81318326339279,1.91662296943835,TRUE,1.20606009230465,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruitment"
"recruit_mean_50",44,44.3556573137878,0.314312482160442,43.7464880892567,44.3455026542735,44.9491415699501,TRUE,1.13154053362172,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.8238466439712,0.204471628730834,44.450556757078,44.816404190676,45.2267015271355,TRUE,1.09475649683357,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2920359741547,0.0991209795070694,45.1155175599007,45.2894304312849,45.4902305131504,TRUE,0.928521637017439,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.58081470961727,0.0352416064578643,3.51805456283471,3.57772530380899,3.65375363194119,FALSE,2.29316191116002,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.02178173000496,0.0289295179017489,0.958422682893401,1.02299307131928,1.07184474387112,TRUE,-0.325514093951085,"parent_excitation_sparse",9,"one_step_shared_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.36309590010162,0.0079056401961677,0.348052598339832,0.363188357684175,0.379363713765542,TRUE,1.10708381740643,"parent_excitation_dense",9,"recursive_gamma_poisson","survival"
"survival_80",0.589040434058665,0.591050496850888,0.0075040992946058,0.576724341146548,0.591017767640035,0.605855038823013,TRUE,0.267861966281261,"parent_excitation_dense",9,"recursive_gamma_poisson","survival"
"survival_110",0.789181706522253,0.785524399263835,0.00864658994819689,0.769122581368341,0.78536517888625,0.803163107829313,TRUE,-0.422976835993113,"parent_excitation_dense",9,"recursive_gamma_poisson","survival"
"growth_increment_50",12,11.9197568645346,0.109206504509484,11.7067247538969,11.9198039396799,12.129241053138,TRUE,-0.734783480396656,"parent_excitation_dense",9,"recursive_gamma_poisson","growth"
"growth_increment_80",8.4,8.40397624689129,0.0697837918437242,8.26755598495392,8.40875195728591,8.53636366697416,TRUE,0.0569795189718826,"parent_excitation_dense",9,"recursive_gamma_poisson","growth"
"growth_increment_110",4.8,4.88819562924802,0.0629771381681906,4.76840062985313,4.89272840827869,5.01302010390555,TRUE,1.40043882293407,"parent_excitation_dense",9,"recursive_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,4.27475615615348,0.0607073592531008,4.16062003946334,4.27605111329873,4.39316877982902,FALSE,-3.71032188877519,"parent_excitation_dense",9,"recursive_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0191009082225702,0.00095094304386698,0.0174336448100583,0.019059196238865,0.02098414539725,TRUE,-0.300959868350239,"parent_excitation_dense",9,"recursive_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.181624362658061,0.00576119037741327,0.171552933103197,0.181399036940287,0.19295931503631,TRUE,-0.401888806996827,"parent_excitation_dense",9,"recursive_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.72761017668885,0.026731989555769,1.67602039094217,1.72626759319924,1.78494999956221,TRUE,-0.656939581898126,"parent_excitation_dense",9,"recursive_gamma_poisson","recruitment"
