"scenario","replicate","method","success","error","positive_definite","condition_number"
"parent_excitation_sparse",53,"one_step_gamma_poisson",TRUE,"",TRUE,13408.9807732212
"parent_excitation_dense",53,"recursive_gamma_poisson",TRUE,"",TRUE,3391.3967075045
"parent_excitation_dense",53,"one_step_gamma_poisson",TRUE,"",TRUE,3016.56990976922
"standard",54,"recursive_gamma_poisson",TRUE,"",TRUE,1519.61959493294
"standard",54,"one_step_gamma_poisson",TRUE,"",TRUE,1453.59926073912
"parent_excitation_sparse",54,"recursive_gamma_poisson",TRUE,"",TRUE,15283.1469928957
"parent_excitation_sparse",54,"one_step_gamma_poisson",TRUE,"",TRUE,4631.23058898613
"parent_excitation_dense",54,"recursive_gamma_poisson",TRUE,"",TRUE,36272.9196527165
"parent_excitation_dense",54,"one_step_gamma_poisson",TRUE,"",TRUE,101715.791692054
"standard",55,"recursive_gamma_poisson",TRUE,"",TRUE,2781.30288720401
"standard",55,"one_step_gamma_poisson",TRUE,"",TRUE,1450.23459680651
"parent_excitation_sparse",55,"recursive_gamma_poisson",TRUE,"",TRUE,41439.898136707
"parent_excitation_sparse",55,"one_step_gamma_poisson",TRUE,"",TRUE,39194.2099669447
"parent_excitation_dense",55,"recursive_gamma_poisson",TRUE,"",TRUE,45377.5854281666
"parent_excitation_dense",55,"one_step_gamma_poisson",TRUE,"",TRUE,73031.184583875
"standard",56,"recursive_gamma_poisson",TRUE,"",TRUE,4054.13752871278
"standard",56,"one_step_gamma_poisson",TRUE,"",TRUE,413.752000476893
"parent_excitation_sparse",56,"recursive_gamma_poisson",TRUE,"",TRUE,51022.2707770998
"parent_excitation_sparse",56,"one_step_gamma_poisson",TRUE,"",TRUE,5821.08518472541
"parent_excitation_dense",56,"recursive_gamma_poisson",TRUE,"",TRUE,26224.9651607285
"parent_excitation_dense",56,"one_step_gamma_poisson",TRUE,"",TRUE,57785.9964584767
"standard",57,"recursive_gamma_poisson",TRUE,"",TRUE,2041.4404742642
"standard",57,"one_step_gamma_poisson",TRUE,"",TRUE,728.004186256835
"parent_excitation_sparse",57,"recursive_gamma_poisson",TRUE,"",TRUE,937.320756486322
"parent_excitation_sparse",57,"one_step_gamma_poisson",TRUE,"",TRUE,828.604024276468
"parent_excitation_dense",57,"recursive_gamma_poisson",TRUE,"",TRUE,22397.8505293642
"parent_excitation_dense",57,"one_step_gamma_poisson",TRUE,"",TRUE,22132.1904797009
"standard",58,"recursive_gamma_poisson",TRUE,"",TRUE,6858.60266494898
"standard",58,"one_step_gamma_poisson",TRUE,"",TRUE,1937.04341280771
"parent_excitation_sparse",58,"recursive_gamma_poisson",TRUE,"",TRUE,2303.11795934622
"parent_excitation_sparse",58,"one_step_gamma_poisson",TRUE,"",TRUE,6958.75904094037
"parent_excitation_dense",58,"recursive_gamma_poisson",TRUE,"",TRUE,94883.4346169046
"parent_excitation_dense",58,"one_step_gamma_poisson",TRUE,"",TRUE,90605.5877088466
"standard",59,"recursive_gamma_poisson",TRUE,"",TRUE,1869.18881428639
"standard",59,"one_step_gamma_poisson",TRUE,"",TRUE,6448.89084551925
"parent_excitation_sparse",59,"recursive_gamma_poisson",TRUE,"",TRUE,31579.6500176246
"parent_excitation_sparse",59,"one_step_gamma_poisson",TRUE,"",TRUE,13237.9953691607
"parent_excitation_dense",59,"recursive_gamma_poisson",TRUE,"",TRUE,11037.615391265
"parent_excitation_dense",59,"one_step_gamma_poisson",TRUE,"",TRUE,9056.2697592914
"standard",60,"recursive_gamma_poisson",TRUE,"",TRUE,1508.72761419597
"standard",60,"one_step_gamma_poisson",TRUE,"",TRUE,858.648947055535
"parent_excitation_sparse",60,"recursive_gamma_poisson",TRUE,"",TRUE,14356.6325190495
"parent_excitation_sparse",60,"one_step_gamma_poisson",TRUE,"",TRUE,22666.7858717191
"parent_excitation_dense",60,"recursive_gamma_poisson",TRUE,"",TRUE,66168.984673189
"parent_excitation_dense",60,"one_step_gamma_poisson",TRUE,"",TRUE,56604.6463235728
"standard",61,"recursive_gamma_poisson",TRUE,"",TRUE,3563.88087908485
"standard",61,"one_step_gamma_poisson",TRUE,"",TRUE,864.544976757005
"parent_excitation_sparse",61,"recursive_gamma_poisson",TRUE,"",TRUE,53951.6372195135
"parent_excitation_sparse",61,"one_step_gamma_poisson",TRUE,"",TRUE,20404.2944643184
"parent_excitation_dense",61,"recursive_gamma_poisson",TRUE,"",TRUE,25655.0334248442
"parent_excitation_dense",61,"one_step_gamma_poisson",TRUE,"",TRUE,16895.9931722506
"standard",62,"recursive_gamma_poisson",TRUE,"",TRUE,1215.19785052564
"standard",62,"one_step_gamma_poisson",TRUE,"",TRUE,1154.40080833646
"parent_excitation_sparse",62,"recursive_gamma_poisson",TRUE,"",TRUE,55524.1985687194
"parent_excitation_sparse",62,"one_step_gamma_poisson",TRUE,"",TRUE,4190.29839006398
"parent_excitation_dense",62,"recursive_gamma_poisson",TRUE,"",TRUE,3885.83616709682
"parent_excitation_dense",62,"one_step_gamma_poisson",TRUE,"",TRUE,4567.48275202944
"standard",63,"recursive_gamma_poisson",TRUE,"",TRUE,2272.66895753835
"standard",63,"one_step_gamma_poisson",TRUE,"",TRUE,1367.17138100042
"parent_excitation_sparse",63,"recursive_gamma_poisson",TRUE,"",TRUE,50661.4017245081
"parent_excitation_sparse",63,"one_step_gamma_poisson",TRUE,"",TRUE,33371.8753657863
"parent_excitation_dense",63,"recursive_gamma_poisson",TRUE,"",TRUE,33317.3191381035
"parent_excitation_dense",63,"one_step_gamma_poisson",TRUE,"",TRUE,31991.1154478109
"standard",64,"recursive_gamma_poisson",TRUE,"",TRUE,1731.45894338859
"standard",64,"one_step_gamma_poisson",TRUE,"",TRUE,1162.76775112055
"parent_excitation_sparse",64,"recursive_gamma_poisson",TRUE,"",TRUE,3431.05795326945
"parent_excitation_sparse",64,"one_step_gamma_poisson",TRUE,"",TRUE,7992.69112766936
"parent_excitation_dense",64,"recursive_gamma_poisson",TRUE,"",TRUE,78050.8968413052
"parent_excitation_dense",64,"one_step_gamma_poisson",TRUE,"",TRUE,109577.234560827
"standard",65,"recursive_gamma_poisson",TRUE,"",TRUE,1427.72036482017
"standard",65,"one_step_gamma_poisson",TRUE,"",TRUE,1557.72381084503
"parent_excitation_sparse",65,"recursive_gamma_poisson",TRUE,"",TRUE,2401.6276722505
"parent_excitation_sparse",65,"one_step_gamma_poisson",TRUE,"",TRUE,2616.36658163225
"parent_excitation_dense",65,"recursive_gamma_poisson",TRUE,"",TRUE,53254.2216697078
"parent_excitation_dense",65,"one_step_gamma_poisson",TRUE,"",TRUE,49679.0822140888
"standard",66,"recursive_gamma_poisson",TRUE,"",TRUE,1586.53576271158
"standard",66,"one_step_gamma_poisson",TRUE,"",TRUE,1376.14450077439
"parent_excitation_sparse",66,"recursive_gamma_poisson",TRUE,"",TRUE,5005.04962460705
"parent_excitation_sparse",66,"one_step_gamma_poisson",TRUE,"",TRUE,4661.91401469833
"parent_excitation_dense",66,"recursive_gamma_poisson",TRUE,"",TRUE,6315.32616425918
"parent_excitation_dense",66,"one_step_gamma_poisson",TRUE,"",TRUE,6690.4356420056
"standard",67,"recursive_gamma_poisson",TRUE,"",TRUE,5811.91079193166
"standard",67,"one_step_gamma_poisson",TRUE,"",TRUE,1809.1026406881
"parent_excitation_sparse",67,"recursive_gamma_poisson",TRUE,"",TRUE,22559.2820389954
"parent_excitation_sparse",67,"one_step_gamma_poisson",TRUE,"",TRUE,6536.83831100477
"parent_excitation_dense",67,"recursive_gamma_poisson",TRUE,"",TRUE,18471.0500702479
"parent_excitation_dense",67,"one_step_gamma_poisson",TRUE,"",TRUE,5873.00944600077
"standard",68,"recursive_gamma_poisson",TRUE,"",TRUE,993.268063672052
"standard",68,"one_step_gamma_poisson",TRUE,"",TRUE,859.008710782644
"parent_excitation_sparse",68,"recursive_gamma_poisson",TRUE,"",TRUE,4554.39707948193
"parent_excitation_sparse",68,"one_step_gamma_poisson",TRUE,"",TRUE,4616.77886495074
"parent_excitation_dense",68,"recursive_gamma_poisson",TRUE,"",TRUE,7600.89990156211
"parent_excitation_dense",68,"one_step_gamma_poisson",TRUE,"",TRUE,10083.1138341939
"standard",69,"recursive_gamma_poisson",TRUE,"",FALSE,2885.25059589879
"standard",69,"one_step_gamma_poisson",TRUE,"",TRUE,912.708577783206
"parent_excitation_sparse",69,"recursive_gamma_poisson",TRUE,"",TRUE,962.606738786798
"parent_excitation_sparse",69,"one_step_gamma_poisson",TRUE,"",TRUE,1184.95088288863
"parent_excitation_dense",69,"recursive_gamma_poisson",TRUE,"",TRUE,10873.0214741407
"parent_excitation_dense",69,"one_step_gamma_poisson",TRUE,"",TRUE,16133.9647931596
"standard",70,"recursive_gamma_poisson",TRUE,"",TRUE,2042.27135125483
"standard",70,"one_step_gamma_poisson",TRUE,"",TRUE,607.079076742277
"parent_excitation_sparse",70,"recursive_gamma_poisson",TRUE,"",TRUE,58448.5846165061
"parent_excitation_sparse",70,"one_step_gamma_poisson",TRUE,"",TRUE,38189.2726967963
"parent_excitation_dense",70,"recursive_gamma_poisson",TRUE,"",TRUE,151431.858061068
"parent_excitation_dense",70,"one_step_gamma_poisson",TRUE,"",TRUE,129301.179678837
"standard",71,"recursive_gamma_poisson",TRUE,"",TRUE,6131.01673098022
"standard",71,"one_step_gamma_poisson",TRUE,"",TRUE,844.776947644367
"parent_excitation_sparse",71,"recursive_gamma_poisson",TRUE,"",TRUE,4453.6356334822
"parent_excitation_sparse",71,"one_step_gamma_poisson",TRUE,"",TRUE,2642.60456157597
"parent_excitation_dense",71,"recursive_gamma_poisson",TRUE,"",TRUE,40747.7890750293
"parent_excitation_dense",71,"one_step_gamma_poisson",TRUE,"",TRUE,24089.3742028746
"standard",72,"recursive_gamma_poisson",TRUE,"",TRUE,1844.11981707941
"standard",72,"one_step_gamma_poisson",TRUE,"",TRUE,1091.58647434369
"parent_excitation_sparse",72,"recursive_gamma_poisson",TRUE,"",TRUE,2616.95426053877
"parent_excitation_sparse",72,"one_step_gamma_poisson",TRUE,"",TRUE,1024.36586721028
"parent_excitation_dense",72,"recursive_gamma_poisson",TRUE,"",TRUE,19662.6482037208
"parent_excitation_dense",72,"one_step_gamma_poisson",TRUE,"",TRUE,24467.9766388719
"standard",73,"recursive_gamma_poisson",TRUE,"",TRUE,2045.55035061194
"standard",73,"one_step_gamma_poisson",TRUE,"",TRUE,475.997264373505
"parent_excitation_sparse",73,"recursive_gamma_poisson",TRUE,"",TRUE,1978.76857818812
"parent_excitation_sparse",73,"one_step_gamma_poisson",TRUE,"",TRUE,1769.40744612548
"parent_excitation_dense",73,"recursive_gamma_poisson",TRUE,"",TRUE,56797.338383853
"parent_excitation_dense",73,"one_step_gamma_poisson",TRUE,"",TRUE,54698.2371793286
"standard",74,"recursive_gamma_poisson",TRUE,"",TRUE,11640.5199922654
"standard",74,"one_step_gamma_poisson",TRUE,"",TRUE,1643.12266425649
"parent_excitation_sparse",74,"recursive_gamma_poisson",TRUE,"",TRUE,1977.02245479741
"parent_excitation_sparse",74,"one_step_gamma_poisson",TRUE,"",TRUE,3563.19968590338
"parent_excitation_dense",74,"recursive_gamma_poisson",TRUE,"",TRUE,59559.8571958482
"parent_excitation_dense",74,"one_step_gamma_poisson",TRUE,"",TRUE,58098.4199555577
"standard",75,"recursive_gamma_poisson",TRUE,"",TRUE,85179.348318293
"standard",75,"one_step_gamma_poisson",TRUE,"",TRUE,3673.12901195236
"parent_excitation_sparse",75,"recursive_gamma_poisson",TRUE,"",TRUE,18926.364720187
"parent_excitation_sparse",75,"one_step_gamma_poisson",TRUE,"",TRUE,10796.7664324854
"parent_excitation_dense",75,"recursive_gamma_poisson",TRUE,"",TRUE,85319.0576238952
"parent_excitation_dense",75,"one_step_gamma_poisson",TRUE,"",TRUE,59440.9629052543
"standard",76,"recursive_gamma_poisson",TRUE,"",TRUE,1079.71836196893
"standard",76,"one_step_gamma_poisson",TRUE,"",TRUE,1194.05003353289
"parent_excitation_sparse",76,"recursive_gamma_poisson",TRUE,"",TRUE,17802.7741875282
"parent_excitation_sparse",76,"one_step_gamma_poisson",TRUE,"",TRUE,1284.0527408673
"parent_excitation_dense",76,"recursive_gamma_poisson",TRUE,"",TRUE,47735.9985473316
"parent_excitation_dense",76,"one_step_gamma_poisson",TRUE,"",TRUE,58468.9660283808
"standard",77,"recursive_gamma_poisson",TRUE,"",TRUE,4050.23591101861
"standard",77,"one_step_gamma_poisson",TRUE,"",TRUE,755.006427425174
"parent_excitation_sparse",77,"recursive_gamma_poisson",TRUE,"",TRUE,3899.82579996417
"parent_excitation_sparse",77,"one_step_gamma_poisson",TRUE,"",TRUE,1603.60508853285
"parent_excitation_dense",77,"recursive_gamma_poisson",TRUE,"",TRUE,64539.8669783677
"parent_excitation_dense",77,"one_step_gamma_poisson",TRUE,"",TRUE,48097.6607575224
"standard",78,"recursive_gamma_poisson",TRUE,"",TRUE,7319.14984647165
"standard",78,"one_step_gamma_poisson",TRUE,"",TRUE,4858.09033303662
"parent_excitation_sparse",78,"recursive_gamma_poisson",TRUE,"",TRUE,16956.3454097175
"parent_excitation_sparse",78,"one_step_gamma_poisson",TRUE,"",TRUE,2453.44983205616
"parent_excitation_dense",78,"recursive_gamma_poisson",TRUE,"",TRUE,19471.2295161665
"parent_excitation_dense",78,"one_step_gamma_poisson",TRUE,"",TRUE,12795.5168622428
"standard",79,"recursive_gamma_poisson",TRUE,"",TRUE,2924.36867751421
"standard",79,"one_step_gamma_poisson",TRUE,"",TRUE,535.482828071898
"parent_excitation_sparse",79,"recursive_gamma_poisson",TRUE,"",TRUE,2140.3142414836
"parent_excitation_sparse",79,"one_step_gamma_poisson",TRUE,"",TRUE,4497.20534554676
"parent_excitation_dense",79,"recursive_gamma_poisson",TRUE,"",TRUE,92581.0322015189
"parent_excitation_dense",79,"one_step_gamma_poisson",TRUE,"",TRUE,38307.0112134511
"standard",80,"recursive_gamma_poisson",TRUE,"",TRUE,1675.52314002
"standard",80,"one_step_gamma_poisson",TRUE,"",TRUE,858.089750221212
"parent_excitation_sparse",80,"recursive_gamma_poisson",TRUE,"",TRUE,1634.89001283515
"parent_excitation_sparse",80,"one_step_gamma_poisson",TRUE,"",TRUE,809.813385116352
"parent_excitation_dense",80,"recursive_gamma_poisson",TRUE,"",TRUE,3103.94088479992
"parent_excitation_dense",80,"one_step_gamma_poisson",TRUE,"",TRUE,4591.16588277267
"standard",81,"recursive_gamma_poisson",TRUE,"",TRUE,2034.32519904865
"standard",81,"one_step_gamma_poisson",TRUE,"",TRUE,1719.89734137453
"parent_excitation_sparse",81,"recursive_gamma_poisson",TRUE,"",TRUE,1832.67411725158
"parent_excitation_sparse",81,"one_step_gamma_poisson",TRUE,"",TRUE,1688.3915395977
"parent_excitation_dense",81,"recursive_gamma_poisson",TRUE,"",TRUE,33718.1203333298
"parent_excitation_dense",81,"one_step_gamma_poisson",TRUE,"",TRUE,104651.963937471
"standard",82,"recursive_gamma_poisson",TRUE,"",TRUE,3570.84938293621
"standard",82,"one_step_gamma_poisson",TRUE,"",TRUE,4334.74781733671
"parent_excitation_sparse",82,"recursive_gamma_poisson",TRUE,"",TRUE,2677.48295374572
"parent_excitation_sparse",82,"one_step_gamma_poisson",TRUE,"",TRUE,1842.450898359
"parent_excitation_dense",82,"recursive_gamma_poisson",TRUE,"",TRUE,163814.908558085
"parent_excitation_dense",82,"one_step_gamma_poisson",TRUE,"",TRUE,95081.2843021223
"standard",83,"recursive_gamma_poisson",TRUE,"",TRUE,1988.85330049882
"standard",83,"one_step_gamma_poisson",TRUE,"",TRUE,573.112919610355
"parent_excitation_sparse",83,"recursive_gamma_poisson",TRUE,"",TRUE,2699.8126444999
"parent_excitation_sparse",83,"one_step_gamma_poisson",TRUE,"",TRUE,15773.1530639739
"parent_excitation_dense",83,"recursive_gamma_poisson",TRUE,"",TRUE,16772.7039158866
"parent_excitation_dense",83,"one_step_gamma_poisson",TRUE,"",TRUE,104915.037347823
"standard",84,"recursive_gamma_poisson",TRUE,"",TRUE,2606.49587567099
"standard",84,"one_step_gamma_poisson",TRUE,"",TRUE,952.107825698254
"parent_excitation_sparse",84,"recursive_gamma_poisson",TRUE,"",TRUE,60480.7560454945
"parent_excitation_sparse",84,"one_step_gamma_poisson",TRUE,"",TRUE,8116.33157911136
"parent_excitation_dense",84,"recursive_gamma_poisson",TRUE,"",TRUE,43140.772352376
"parent_excitation_dense",84,"one_step_gamma_poisson",TRUE,"",TRUE,30350.3840596449
"standard",85,"recursive_gamma_poisson",TRUE,"",TRUE,1956.19267082221
"standard",85,"one_step_gamma_poisson",TRUE,"",TRUE,1363.06119974675
"parent_excitation_sparse",85,"recursive_gamma_poisson",TRUE,"",TRUE,35756.9936057479
"parent_excitation_sparse",85,"one_step_gamma_poisson",TRUE,"",TRUE,3132.41572533873
"parent_excitation_dense",85,"recursive_gamma_poisson",TRUE,"",TRUE,110815.629509434
"parent_excitation_dense",85,"one_step_gamma_poisson",TRUE,"",TRUE,99549.2657825203
"standard",86,"recursive_gamma_poisson",TRUE,"",TRUE,9527.03629431971
"standard",86,"one_step_gamma_poisson",TRUE,"",TRUE,2777.8456885409
"parent_excitation_sparse",86,"recursive_gamma_poisson",TRUE,"",TRUE,9381.46753050293
"parent_excitation_sparse",86,"one_step_gamma_poisson",TRUE,"",TRUE,4255.04762814647
"parent_excitation_dense",86,"recursive_gamma_poisson",TRUE,"",TRUE,22458.9366521821
"parent_excitation_dense",86,"one_step_gamma_poisson",TRUE,"",TRUE,10841.2069443765
"standard",87,"recursive_gamma_poisson",TRUE,"",TRUE,2223.01689453143
"standard",87,"one_step_gamma_poisson",TRUE,"",TRUE,665.305669219982
"parent_excitation_sparse",87,"recursive_gamma_poisson",TRUE,"",TRUE,660.785833445027
"parent_excitation_sparse",87,"one_step_gamma_poisson",TRUE,"",TRUE,1133.57808043793
"parent_excitation_dense",87,"recursive_gamma_poisson",TRUE,"",TRUE,5573.8189933153
"parent_excitation_dense",87,"one_step_gamma_poisson",TRUE,"",TRUE,6411.31015695945
"standard",88,"recursive_gamma_poisson",TRUE,"",TRUE,2801.86700919889
"standard",88,"one_step_gamma_poisson",TRUE,"",TRUE,1580.39741767841
"parent_excitation_sparse",88,"recursive_gamma_poisson",TRUE,"",TRUE,9512.11560433876
"parent_excitation_sparse",88,"one_step_gamma_poisson",TRUE,"",TRUE,2810.96491789347
"parent_excitation_dense",88,"recursive_gamma_poisson",TRUE,"",TRUE,4006.46227458858
"parent_excitation_dense",88,"one_step_gamma_poisson",TRUE,"",TRUE,4836.00891083747
"standard",89,"recursive_gamma_poisson",TRUE,"",TRUE,3110.26168412375
"standard",89,"one_step_gamma_poisson",TRUE,"",TRUE,587.08813927395
"parent_excitation_sparse",89,"recursive_gamma_poisson",TRUE,"",TRUE,13200.8960476256
"parent_excitation_sparse",89,"one_step_gamma_poisson",TRUE,"",TRUE,3814.24937671912
"parent_excitation_dense",89,"recursive_gamma_poisson",TRUE,"",TRUE,112343.721933116
"parent_excitation_dense",89,"one_step_gamma_poisson",TRUE,"",TRUE,58731.4168987312
"standard",90,"recursive_gamma_poisson",TRUE,"",TRUE,1763.03506081973
"standard",90,"one_step_gamma_poisson",TRUE,"",TRUE,1016.62839022672
"parent_excitation_sparse",90,"recursive_gamma_poisson",TRUE,"",TRUE,2689.17682439228
"parent_excitation_sparse",90,"one_step_gamma_poisson",TRUE,"",TRUE,1296.83203570628
"parent_excitation_dense",90,"recursive_gamma_poisson",TRUE,"",TRUE,8757.20697429221
"parent_excitation_dense",90,"one_step_gamma_poisson",TRUE,"",TRUE,12470.2774477727
"standard",91,"recursive_gamma_poisson",TRUE,"",TRUE,2798.57321432914
"standard",91,"one_step_gamma_poisson",TRUE,"",TRUE,1686.55848050936
"parent_excitation_sparse",91,"recursive_gamma_poisson",TRUE,"",TRUE,5377.38515741144
"parent_excitation_sparse",91,"one_step_gamma_poisson",TRUE,"",TRUE,7729.73422365235
"parent_excitation_dense",91,"recursive_gamma_poisson",TRUE,"",TRUE,54791.0714327919
"parent_excitation_dense",91,"one_step_gamma_poisson",TRUE,"",TRUE,25341.9131212129
"standard",92,"recursive_gamma_poisson",TRUE,"",TRUE,5542.4840786324
"standard",92,"one_step_gamma_poisson",TRUE,"",TRUE,630.777319320246
"parent_excitation_sparse",92,"recursive_gamma_poisson",TRUE,"",TRUE,31233.0027628541
"parent_excitation_sparse",92,"one_step_gamma_poisson",TRUE,"",TRUE,6699.17658025546
"parent_excitation_dense",92,"recursive_gamma_poisson",TRUE,"",TRUE,4119.00267340345
"parent_excitation_dense",92,"one_step_gamma_poisson",TRUE,"",TRUE,4148.70714966531
"standard",93,"recursive_gamma_poisson",TRUE,"",TRUE,930.606219697695
"standard",93,"one_step_gamma_poisson",TRUE,"",TRUE,1356.49087171135
"parent_excitation_sparse",93,"recursive_gamma_poisson",TRUE,"",TRUE,4051.20179440483
"parent_excitation_sparse",93,"one_step_gamma_poisson",TRUE,"",TRUE,4234.80275058818
"parent_excitation_dense",93,"recursive_gamma_poisson",TRUE,"",TRUE,50859.5267910916
"parent_excitation_dense",93,"one_step_gamma_poisson",TRUE,"",TRUE,17747.8262172887
"standard",94,"recursive_gamma_poisson",TRUE,"",TRUE,3498.21275111834
"standard",94,"one_step_gamma_poisson",TRUE,"",TRUE,1452.18628972234
"parent_excitation_sparse",94,"recursive_gamma_poisson",TRUE,"",TRUE,3163.36596414084
"parent_excitation_sparse",94,"one_step_gamma_poisson",TRUE,"",TRUE,3614.01568002275
"parent_excitation_dense",94,"recursive_gamma_poisson",TRUE,"",TRUE,22567.2943821148
"parent_excitation_dense",94,"one_step_gamma_poisson",TRUE,"",TRUE,30190.9007769253
"standard",95,"recursive_gamma_poisson",TRUE,"",TRUE,1088.59254385499
"standard",95,"one_step_gamma_poisson",TRUE,"",TRUE,850.762648494658
"parent_excitation_sparse",95,"recursive_gamma_poisson",TRUE,"",TRUE,12429.6376379466
"parent_excitation_sparse",95,"one_step_gamma_poisson",TRUE,"",TRUE,1239.48429521026
"parent_excitation_dense",95,"recursive_gamma_poisson",TRUE,"",TRUE,24400.104765831
"parent_excitation_dense",95,"one_step_gamma_poisson",TRUE,"",TRUE,68313.9823729635
"standard",96,"recursive_gamma_poisson",TRUE,"",TRUE,5300.60497669836
"standard",96,"one_step_gamma_poisson",TRUE,"",TRUE,2190.5931255783
"parent_excitation_sparse",96,"recursive_gamma_poisson",TRUE,"",TRUE,1192.76205611241
"parent_excitation_sparse",96,"one_step_gamma_poisson",TRUE,"",TRUE,1521.61739370959
"parent_excitation_dense",96,"recursive_gamma_poisson",TRUE,"",TRUE,22007.4830181453
"parent_excitation_dense",96,"one_step_gamma_poisson",TRUE,"",TRUE,18919.3965163979
"standard",97,"recursive_gamma_poisson",TRUE,"",TRUE,2824.20984739012
"standard",97,"one_step_gamma_poisson",TRUE,"",TRUE,9010.69906100914
"parent_excitation_sparse",97,"recursive_gamma_poisson",TRUE,"",TRUE,5214.07642694022
"parent_excitation_sparse",97,"one_step_gamma_poisson",TRUE,"",TRUE,3410.30958606754
"parent_excitation_dense",97,"recursive_gamma_poisson",TRUE,"",TRUE,95357.5391597759
"parent_excitation_dense",97,"one_step_gamma_poisson",TRUE,"",TRUE,148060.485611412
"standard",98,"recursive_gamma_poisson",TRUE,"",TRUE,1296.53327552298
"standard",98,"one_step_gamma_poisson",TRUE,"",TRUE,614.195195676264
"parent_excitation_sparse",98,"recursive_gamma_poisson",TRUE,"",TRUE,32854.6314880529
"parent_excitation_sparse",98,"one_step_gamma_poisson",TRUE,"",TRUE,24317.9793871919
"parent_excitation_dense",98,"recursive_gamma_poisson",TRUE,"",TRUE,43931.28234421
"parent_excitation_dense",98,"one_step_gamma_poisson",TRUE,"",TRUE,26801.8038407284
"standard",99,"recursive_gamma_poisson",TRUE,"",TRUE,9204.23395807254
"standard",99,"one_step_gamma_poisson",TRUE,"",TRUE,1054.87514006631
"parent_excitation_sparse",99,"recursive_gamma_poisson",TRUE,"",TRUE,7881.62518297915
"parent_excitation_sparse",99,"one_step_gamma_poisson",TRUE,"",TRUE,3553.78644655182
"parent_excitation_dense",99,"recursive_gamma_poisson",TRUE,"",TRUE,43985.8664012552
"parent_excitation_dense",99,"one_step_gamma_poisson",TRUE,"",TRUE,31273.35295398
"standard",100,"recursive_gamma_poisson",TRUE,"",TRUE,4830.71131456744
"standard",100,"one_step_gamma_poisson",TRUE,"",TRUE,2144.1961965107
"parent_excitation_sparse",100,"recursive_gamma_poisson",TRUE,"",TRUE,4440.74765817851
"parent_excitation_sparse",100,"one_step_gamma_poisson",TRUE,"",TRUE,1799.83111071214
"parent_excitation_dense",100,"recursive_gamma_poisson",TRUE,"",TRUE,90522.7201132934
"parent_excitation_dense",100,"one_step_gamma_poisson",TRUE,"",TRUE,77641.994700198
