"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","design","process_model"
"survival_50",0.354343693774205,0.354265514066928,0.00562643854895631,0.342986023710802,0.354082216751053,0.365111692442826,TRUE,"six_by_two","gamma_poisson"
"survival_80",0.589040434058665,0.595055822109499,0.00748841177488364,0.58125829587422,0.594708555323616,0.610277753156425,TRUE,"six_by_two","gamma_poisson"
"survival_110",0.789181706522253,0.797247378197128,0.0104474635695082,0.777277769490392,0.797094846093946,0.818515654722793,TRUE,"six_by_two","gamma_poisson"
"growth_increment_50",12,11.7457237774965,0.298080604573716,11.175285783759,11.7422894102175,12.355753799805,TRUE,"six_by_two","gamma_poisson"
"growth_increment_80",8.4,8.26512080081001,0.218811867112902,7.83584127812895,8.2628727262756,8.70041151589666,TRUE,"six_by_two","gamma_poisson"
"growth_increment_110",4.8,4.78451782412356,0.227235098262723,4.34042897764019,4.79583648472934,5.24796237918225,TRUE,"six_by_two","gamma_poisson"
"growth_sd.log_growth_sd",4.5,4.73404877347113,0.249604857403634,4.26093266853636,4.73082647840671,5.2334278298577,TRUE,"six_by_two","gamma_poisson"
"recruitment_50",0.019387103915861,0.0379035833792073,0.00880563187761558,0.0226400236344251,0.0369735658601782,0.0581219792710822,FALSE,"six_by_two","gamma_poisson"
"recruitment_80",0.183939720585721,0.257516632751253,0.0278612002082311,0.202295417492557,0.257327327716171,0.314062653781023,FALSE,"six_by_two","gamma_poisson"
"recruitment_110",1.74517147873092,1.7764319284987,0.0420825233745304,1.68547431465386,1.77922209477537,1.84850276094672,TRUE,"six_by_two","gamma_poisson"
"recruit_mean_50",44,44.5215030543944,0.85036162035726,42.7746959984244,44.5441523456692,46.1008821934537,TRUE,"six_by_two","gamma_poisson"
"recruit_mean_80",44.6,44.8862448783725,0.409684473445486,44.0474361498141,44.8989880604341,45.6546006842161,TRUE,"six_by_two","gamma_poisson"
"recruit_mean_110",45.2,45.2509867023505,0.0828742264011269,45.0891193379926,45.2479312041336,45.4227350321227,TRUE,"six_by_two","gamma_poisson"
"recruit_sd.log_recruit_sd",3.5,3.47554656870045,0.0605635673497118,3.34896522287106,3.47689585596778,3.58985025092292,TRUE,"six_by_two","gamma_poisson"
"lambda",1.03119869581319,1.0233660582915,0.00841068331217984,1.00797546064048,1.02312898445067,1.04018517557636,TRUE,"six_by_two","gamma_poisson"
"survival_50",0.354343693774205,0.355289757435593,0.00574482826832965,0.344141725622244,0.355459111106218,0.366461507867677,TRUE,"six_by_two","correlated_log_gaussian"
"survival_80",0.589040434058665,0.594894537096626,0.00975368866635154,0.576099245525776,0.594305445058619,0.616333313183536,TRUE,"six_by_two","correlated_log_gaussian"
"survival_110",0.789181706522253,0.796222402885663,0.0128852130625752,0.770970143016251,0.795732158585728,0.823654974261906,TRUE,"six_by_two","correlated_log_gaussian"
"growth_increment_50",12,11.7368319524201,0.27163395430903,11.1909683677102,11.7510311661809,12.2362126616013,TRUE,"six_by_two","correlated_log_gaussian"
"growth_increment_80",8.4,8.25991569740005,0.207342845123885,7.83437726564337,8.26216004203207,8.6686249367446,TRUE,"six_by_two","correlated_log_gaussian"
"growth_increment_110",4.8,4.78299944238004,0.223858115886686,4.34435061320911,4.77865949204818,5.22949650557135,TRUE,"six_by_two","correlated_log_gaussian"
"growth_sd.log_growth_sd",4.5,4.72820162572174,0.235878457091601,4.2772202697743,4.72649701442422,5.19236995681029,TRUE,"six_by_two","correlated_log_gaussian"
"recruitment_50",0.019387103915861,0.0355143374877358,0.00843042782512072,0.0217741808938242,0.0345916027211757,0.0539754178035959,FALSE,"six_by_two","correlated_log_gaussian"
"recruitment_80",0.183939720585721,0.249799584491812,0.0279238101148844,0.199174225365078,0.248552887125823,0.305774327301663,FALSE,"six_by_two","correlated_log_gaussian"
"recruitment_110",1.74517147873092,1.78475468100698,0.0422179065267031,1.69549814522524,1.78569062108129,1.85956397993895,TRUE,"six_by_two","correlated_log_gaussian"
"recruit_mean_50",44,44.2478758719597,0.728655837614108,42.8230835209279,44.2374326762147,45.6454487983366,TRUE,"six_by_two","correlated_log_gaussian"
"recruit_mean_80",44.6,44.756223063522,0.353804101112218,44.0693795858835,44.7634578663009,45.4190264934496,TRUE,"six_by_two","correlated_log_gaussian"
"recruit_mean_110",45.2,45.2645702550842,0.0659403591458047,45.1425987142126,45.2619990935564,45.398147240874,TRUE,"six_by_two","correlated_log_gaussian"
"recruit_sd.log_recruit_sd",3.5,3.46699691393458,0.0571020262750484,3.33735965463304,3.4723998815046,3.56851244197608,TRUE,"six_by_two","correlated_log_gaussian"
"lambda",1.03119869581319,1.02508018076505,0.0109447070409608,1.00396821429284,1.02507946009369,1.04771114379365,TRUE,"six_by_two","correlated_log_gaussian"
