"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","transitions","prior_regime"
"growth_increment_110",4.8,4.49854925704857,0.139184270578504,4.22642278633929,4.49512692665832,4.77243728725338,FALSE,8,"informative"
"growth_sd.log_growth_sd",4.5,4.89408997522948,0.219705953381962,4.46131195303662,4.88822381682585,5.33345558425422,TRUE,8,"informative"
"recruitment_50",0.019387103915861,0.0258102053866681,0.00373153779530304,0.019163178198178,0.0255480074042396,0.0340690251346102,TRUE,8,"informative"
"recruitment_80",0.183939720585721,0.226571701816439,0.0176706947134052,0.192596551247826,0.226333970073175,0.263504072913648,FALSE,8,"informative"
"recruitment_110",1.74517147873092,1.99796744592693,0.0412439749309132,1.91799923273043,1.99756783546323,2.07695152129296,FALSE,8,"informative"
"recruit_mean_50",44,43.8269190873455,0.427869444048458,42.9762675368606,43.8178284561942,44.6560162906919,TRUE,8,"informative"
"recruit_mean_80",44.6,44.5019893084605,0.258469723236774,43.9822189646478,44.5038152415014,44.9921993986467,TRUE,8,"informative"
"recruit_mean_110",45.2,45.1770595295755,0.0970884173889254,44.9782031061099,45.1774370535124,45.3621865843902,TRUE,8,"informative"
"recruit_sd.log_recruit_sd",3.5,3.76771499326872,0.0443565032031202,3.68192304728512,3.76619233538757,3.85408701967755,FALSE,8,"informative"
"lambda",1.0294523184952,1.01750385388168,0.0022347533076493,1.01323130296921,1.01749264132209,1.02200309472181,FALSE,8,"informative"
"survival_50",0.354343693774205,0.35601109495448,0.00505529237663742,0.346274002780171,0.355991481339856,0.365761048944973,TRUE,12,"informative"
"survival_80",0.589040434058665,0.58825818694621,0.00446126168008771,0.579929247491801,0.588211198127917,0.597528896188221,TRUE,12,"informative"
"survival_110",0.789181706522253,0.786880695669696,0.00400642295808162,0.779068187301903,0.786907241045071,0.794975884764101,TRUE,12,"informative"
"growth_increment_50",12,11.5699921773369,0.204661584023949,11.1647970420958,11.5693020757779,11.9630473087348,FALSE,12,"informative"
"growth_increment_80",8.4,8.07187612311533,0.145025990970369,7.77102347945373,8.0745715353775,8.3485421765022,FALSE,12,"informative"
"growth_increment_110",4.8,4.5737600688937,0.109878626356366,4.35169988558157,4.57189390113392,4.78956707335549,FALSE,12,"informative"
"growth_sd.log_growth_sd",4.5,4.80642851253579,0.164387293487103,4.47778419177908,4.80741870063257,5.12549236071106,TRUE,12,"informative"
"recruitment_50",0.019387103915861,0.0273791944963851,0.0029751432167507,0.0218231956040716,0.0272397968440689,0.0335499274393082,FALSE,12,"informative"
"recruitment_80",0.183939720585721,0.232569452375509,0.0139215820572619,0.205411221862871,0.232323542610865,0.260078659606862,FALSE,12,"informative"
"recruitment_110",1.74517147873092,1.98044206063261,0.035156320462519,1.91181890172843,1.98065378319453,2.04770037974217,FALSE,12,"informative"
"recruit_mean_50",44,44.0584734751711,0.283013751766029,43.494181602987,44.0667776733646,44.6126764631492,TRUE,12,"informative"
"recruit_mean_80",44.6,44.6436160167708,0.177520153783342,44.2875577493438,44.6439072015101,44.9848761899342,TRUE,12,"informative"
"recruit_mean_110",45.2,45.2287585583703,0.077248914457319,45.0753674135878,45.2302278142979,45.378425120556,TRUE,12,"informative"
"recruit_sd.log_recruit_sd",3.5,3.7172004968862,0.0312269254295564,3.65374967442733,3.71859156914416,3.77547593240704,FALSE,12,"informative"
"lambda",1.0294523184952,1.0216032501323,0.00130017463344159,1.01903054298459,1.02164987881694,1.02412856837477,FALSE,12,"informative"
"survival_50",0.354343693774205,0.344978140602199,0.0120352556093644,0.321668902245693,0.344430991708278,0.370158690329735,TRUE,2,"informative_wrong"
"survival_80",0.589040434058665,0.597672588628531,0.016087144749296,0.566894554217194,0.596883371751023,0.631415783238239,TRUE,2,"informative_wrong"
"survival_110",0.789181706522253,0.80676852408078,0.0196558633369998,0.766816464362363,0.807253965263221,0.843019737648777,TRUE,2,"informative_wrong"
"growth_increment_50",12,11.3847734299228,0.656726389434096,9.59005347816895,11.4490367640279,12.423692682334,TRUE,2,"informative_wrong"
"growth_increment_80",8.4,7.73765589226027,0.452654342747702,6.55935586059056,7.78513420060058,8.46275154428277,TRUE,2,"informative_wrong"
"growth_increment_110",4.8,4.09053835459778,0.372692685213032,3.28791747281419,4.1021909666952,4.71734740945239,FALSE,2,"informative_wrong"
"growth_sd.log_growth_sd",4.5,4.94222178801803,0.48329811694661,4.08405908492844,4.90944520261515,5.96170107591552,TRUE,2,"informative_wrong"
"recruitment_50",0.019387103915861,0.0364507643987426,0.0135735118930365,0.0173031091747309,0.0349941172614988,0.0726321892030129,TRUE,2,"informative_wrong"
"recruitment_80",0.183939720585721,0.260858949711302,0.0454608219924227,0.184003731940528,0.260688352271811,0.360038394620729,FALSE,2,"informative_wrong"
"recruitment_110",1.74517147873092,1.9352651498334,0.0734139319566744,1.77317419394742,1.9396967457155,2.06388568106267,FALSE,2,"informative_wrong"
"recruit_mean_50",44,45.4144429440832,1.29527349656784,42.8143318345127,45.4083391144708,48.0187655624435,TRUE,2,"informative_wrong"
"recruit_mean_80",44.6,45.2706335580675,0.651441134804658,43.9985854581718,45.2610745484793,46.5608610071722,TRUE,2,"informative_wrong"
"recruit_mean_110",45.2,45.1268241720522,0.145285191938027,44.8314243307516,45.1292254928501,45.3992558381996,TRUE,2,"informative_wrong"
"recruit_sd.log_recruit_sd",3.5,3.85205672048349,0.0946354067002003,3.66192400476323,3.85758677795355,4.02814776328213,FALSE,2,"informative_wrong"
"lambda",1.0294523184952,1.01096964410318,0.0135374044229109,0.98415921884273,1.0114246606118,1.03646520500986,TRUE,2,"informative_wrong"
"survival_50",0.354343693774205,0.361858122846276,0.00894559908830185,0.345655068949009,0.361693146883584,0.37920246728212,TRUE,4,"informative_wrong"
"survival_80",0.589040434058665,0.595456494372034,0.00860458895348513,0.579533618053077,0.595182134733549,0.61188702740711,TRUE,4,"informative_wrong"
"survival_110",0.789181706522253,0.792430585227056,0.0107314262570095,0.772318362594302,0.79219185734024,0.813577432898323,TRUE,4,"informative_wrong"
"growth_increment_50",12,11.3140362566397,0.418084486311887,10.4897108772884,11.3164040224242,12.1123305449489,TRUE,4,"informative_wrong"
"growth_increment_80",8.4,7.83555529209111,0.297125754682501,7.23364308032886,7.83440905054954,8.40322078486029,TRUE,4,"informative_wrong"
"growth_increment_110",4.8,4.35707432754252,0.260028776273508,3.8061548893841,4.36871752840746,4.85643691714862,TRUE,4,"informative_wrong"
"growth_sd.log_growth_sd",4.5,4.75446570845728,0.324003161728149,4.11407872165365,4.74678718542135,5.36802243285796,TRUE,4,"informative_wrong"
"recruitment_50",0.019387103915861,0.0235818376728644,0.00536131092653365,0.0147544079283461,0.0229918597143721,0.0356553879212736,TRUE,4,"informative_wrong"
"recruitment_80",0.183939720585721,0.21360433645173,0.0254422563034241,0.167310671794772,0.212884451672121,0.265221951609369,TRUE,4,"informative_wrong"
"recruitment_110",1.74517147873092,1.95754556392254,0.0511221611007886,1.86199696290972,1.95503668182635,2.05958176362222,FALSE,4,"informative_wrong"
"recruit_mean_50",44,43.3841674847065,0.785570565515547,41.8033377877462,43.4114683635487,44.8010464113504,TRUE,4,"informative_wrong"
"recruit_mean_80",44.6,44.2549517952474,0.44621693485251,43.3396202351135,44.2718666502128,45.0560374507926,TRUE,4,"informative_wrong"
"recruit_mean_110",45.2,45.1257361057883,0.134095057671927,44.8309158290462,45.138690911402,45.3609993451329,TRUE,4,"informative_wrong"
"recruit_sd.log_recruit_sd",3.5,3.79024161291041,0.0787277816155027,3.61840377548602,3.79400930859406,3.92986199701076,FALSE,4,"informative_wrong"
"lambda",1.0294523184952,1.02271872421048,0.00614647157727902,1.01042510450855,1.02265019964243,1.03516382021239,TRUE,4,"informative_wrong"
