"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","scenario","replicate","method","group"
"survival_50",0.354343693774205,0.343531497261945,0.0249530594775177,0.297324575064513,0.344831177468519,0.390140802855356,TRUE,-0.433301436322898,"standard",1,"recursive_gamma_poisson","survival"
"survival_80",0.589040434058665,0.585755148126371,0.0284586200976988,0.527992451150714,0.585017106753089,0.64052006300013,TRUE,-0.11544080215471,"standard",1,"recursive_gamma_poisson","survival"
"survival_110",0.789181706522253,0.79089376301406,0.0369990433538687,0.70525430658742,0.794131959498044,0.858678945456985,TRUE,0.0462729934780308,"standard",1,"recursive_gamma_poisson","survival"
"growth_increment_50",12,12.4978465308163,1.63949008070157,9.1928016536405,12.5360020753159,15.6469727889355,TRUE,0.303659373531132,"standard",1,"recursive_gamma_poisson","growth"
"growth_increment_80",8.4,8.30675604077057,1.13599692690332,5.94047267392933,8.27125949978558,10.4951345295404,TRUE,-0.0820811720711359,"standard",1,"recursive_gamma_poisson","growth"
"growth_increment_110",4.8,4.11566555072479,0.876432203693894,2.31530781593076,4.07961286403103,5.82837390572227,TRUE,-0.780818466495129,"standard",1,"recursive_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,6.35037090686735,0.838927986867906,4.97328225325467,6.30945759482247,8.26442614025353,FALSE,2.20563735604484,"standard",1,"recursive_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.112063637812793,0.0504387844614616,0.0429125032500047,0.102931834679321,0.231567218793672,FALSE,1.83740617238194,"standard",1,"recursive_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.437965520054115,0.083138070561212,0.294743314662057,0.429046706682985,0.621948020904003,FALSE,3.05546902584614,"standard",1,"recursive_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.82133293181328,0.19622811805549,1.45772764806395,1.81274198632987,2.26433543638973,TRUE,0.388127113673002,"standard",1,"recursive_gamma_poisson","recruitment"
"recruit_mean_50",44,45.3668765578064,1.91491503259865,41.6522292719902,45.4039037076881,49.0332496211364,TRUE,0.713805330543297,"standard",1,"recursive_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,45.4147317147594,0.848043389289372,43.8020516597294,45.4508741737596,47.1904175551201,TRUE,0.96071937479767,"standard",1,"recursive_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.4625868717123,0.381647080941325,44.7085913271004,45.4786945720303,46.2111925418529,TRUE,0.688035844698814,"standard",1,"recursive_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.7713515964039,0.205569321409679,3.40815597108313,3.75170468582864,4.17226306618945,TRUE,1.32000044823384,"standard",1,"recursive_gamma_poisson","recruit_size"
"lambda",1.03119869581319,0.995218662412654,0.0171510746059464,0.959350134029173,0.995680425849102,1.02576627044426,FALSE,-2.09782968281557,"standard",1,"recursive_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.388237559999226,0.0370306524172455,0.314549951977549,0.39016772044843,0.463229991352396,TRUE,0.915292170473247,"standard",1,"one_step_gamma_poisson","survival"
"survival_80",0.589040434058665,0.61057546111188,0.0438590296487606,0.527219201118674,0.612018260287721,0.696458912204459,TRUE,0.491005551779777,"standard",1,"one_step_gamma_poisson","survival"
"survival_110",0.789181706522253,0.790889017797873,0.0560679872173677,0.67156653753953,0.795491425204491,0.884746565867894,TRUE,0.0304507324117229,"standard",1,"one_step_gamma_poisson","survival"
"growth_increment_50",12,10.6988178543198,1.79232753483782,7.14978298110091,10.7928751614822,13.979862658615,TRUE,-0.72597341746352,"standard",1,"one_step_gamma_poisson","growth"
"growth_increment_80",8.4,7.35233786258603,1.31634394531601,4.86530562071396,7.32611785648749,9.90019727594781,TRUE,-0.795887838540906,"standard",1,"one_step_gamma_poisson","growth"
"growth_increment_110",4.8,4.00585811479799,1.40913298609895,1.3242100685775,3.89066309335108,6.88894038327698,TRUE,-0.563567734937862,"standard",1,"one_step_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,7.29380276593344,0.804708740950848,5.85063720098427,7.20942578592101,8.93602208511615,FALSE,3.47181858945917,"standard",1,"one_step_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0265008518860713,0.0206709134909631,0.00522012813083229,0.0210191156175073,0.0795917250433761,TRUE,0.344142893023102,"standard",1,"one_step_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.208385168886672,0.0826750140760398,0.0915340376033173,0.195766792785623,0.415680785876168,TRUE,0.295681211235924,"standard",1,"one_step_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.80809902928749,0.194599552519142,1.43926060685567,1.79936512735731,2.23538031363849,TRUE,0.323369451481043,"standard",1,"one_step_gamma_poisson","recruitment"
"recruit_mean_50",44,44.5869871360531,2.43112282739454,39.8043288632567,44.6160060076897,48.9808815303931,TRUE,0.241446927090137,"standard",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.8986088984176,1.34328629478172,42.2769527504844,44.9146355379856,47.3972734187956,TRUE,0.222297286570699,"standard",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2102306607822,0.355620254828805,44.502366196977,45.2149575290186,45.8842783027187,TRUE,0.0287684985409574,"standard",1,"one_step_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.64733378869855,0.238642904234417,3.21005242745394,3.63958068284283,4.15616733135152,TRUE,0.617381812257124,"standard",1,"one_step_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.03247090759114,0.059329865671602,0.924009210590364,1.02677174758085,1.1615503006485,TRUE,0.021443024748912,"standard",1,"one_step_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.382482718533397,0.0338590069276446,0.319185126629165,0.38132330150088,0.448634278054629,TRUE,0.831064680051745,"standard",1,"one_step_shared_gamma_poisson","survival"
"survival_80",0.589040434058665,0.613900687332828,0.0512933126500608,0.507672578939714,0.616351126849559,0.715103300137477,TRUE,0.484668507252933,"standard",1,"one_step_shared_gamma_poisson","survival"
"survival_110",0.789181706522253,0.797901450988129,0.062363768689416,0.671113311466195,0.804962259295702,0.905498384867602,TRUE,0.139820678722968,"standard",1,"one_step_shared_gamma_poisson","survival"
"growth_increment_50",12,10.8319133876855,0.559457565728958,9.73502061855064,10.7986867923988,11.9328515074643,FALSE,-2.08789135024475,"standard",1,"one_step_shared_gamma_poisson","growth"
"growth_increment_80",8.4,7.41143702524514,0.346048997368254,6.70680395840977,7.4112719539945,8.04922087991353,FALSE,-2.85671388234905,"standard",1,"one_step_shared_gamma_poisson","growth"
"growth_increment_110",4.8,3.99096066280477,0.262443567940335,3.48503267827931,4.007899259011,4.48867486156167,FALSE,-3.08271733822473,"standard",1,"one_step_shared_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,7.24771671393502,0.797765886612289,5.87640993011306,7.22205397744692,8.81753404533951,FALSE,3.44426448917638,"standard",1,"one_step_shared_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0225850860147319,0.0165048111489465,0.00521802127231159,0.0187738922275525,0.0626442694751424,TRUE,0.193760599258661,"standard",1,"one_step_shared_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.192496951240173,0.0713971697752002,0.0912056425892146,0.183737456593423,0.359920445131929,TRUE,0.119853919719722,"standard",1,"one_step_shared_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.78821247133373,0.171424067126084,1.46953344019935,1.78446862981943,2.14947764060254,TRUE,0.251079053976413,"standard",1,"one_step_shared_gamma_poisson","recruitment"
"recruit_mean_50",44,44.1106155175469,2.13925714709827,40.1814935970946,44.1088971265316,48.3058134937696,TRUE,0.0517074432575524,"standard",1,"one_step_shared_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.6767419738175,1.19524285147695,42.5151184079902,44.7147634858033,47.1162492037112,TRUE,0.0642061767804558,"standard",1,"one_step_shared_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2428684300883,0.314411166175709,44.6343225202679,45.2466926830418,45.8675957117425,TRUE,0.136345126064314,"standard",1,"one_step_shared_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.73222118221715,0.183306308111555,3.40631217970381,3.73724958698288,4.14024704461475,TRUE,1.26684774031797,"standard",1,"one_step_shared_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.03788062430755,0.061297569793846,0.902692871338292,1.04195117625291,1.13661100423962,TRUE,0.109008049043829,"standard",1,"one_step_shared_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.38828551610147,0.0333415059488181,0.323728423604422,0.387148940645139,0.458307090185236,TRUE,1.01800507689632,"standard",1,"one_step_gamma_poisson_shape_informed","survival"
"survival_80",0.589040434058665,0.608399587960708,0.0464238756046917,0.514895402460559,0.607914519588086,0.69410989324403,TRUE,0.417008568325691,"standard",1,"one_step_gamma_poisson_shape_informed","survival"
"survival_110",0.789181706522253,0.786570673334253,0.0643002026212497,0.633576682509527,0.794840668507493,0.886132353252687,TRUE,-0.0406069200649359,"standard",1,"one_step_gamma_poisson_shape_informed","survival"
"growth_increment_50",12,10.7572655290513,1.70576546996765,7.52635795573396,10.765600249351,14.1457193045702,TRUE,-0.728549435915306,"standard",1,"one_step_gamma_poisson_shape_informed","growth"
"growth_increment_80",8.4,7.40617233746859,1.22207895057417,4.96044787867507,7.367472738115,9.73009869382152,TRUE,-0.813227052200254,"standard",1,"one_step_gamma_poisson_shape_informed","growth"
"growth_increment_110",4.8,4.05507914588591,1.25777167213196,1.66237810826874,3.97971787943625,6.64344735307957,TRUE,-0.592254437446045,"standard",1,"one_step_gamma_poisson_shape_informed","growth"
"growth_sd.log_growth_sd",4.5,7.29448965875789,0.84586397736229,5.71162880541946,7.28641126563256,9.08963331445461,FALSE,3.30371044700606,"standard",1,"one_step_gamma_poisson_shape_informed","growth"
"recruitment_50",0.019387103915861,0.0229407234629279,0.0114690610973939,0.00759190882033544,0.0206524623004651,0.0512852132110061,TRUE,0.309843980853356,"standard",1,"one_step_gamma_poisson_shape_informed","recruitment"
"recruitment_80",0.183939720585721,0.198994738108644,0.053629655072361,0.111195430565435,0.192447039613434,0.31794510213176,TRUE,0.280721878643631,"standard",1,"one_step_gamma_poisson_shape_informed","recruitment"
"recruitment_110",1.74517147873092,1.80977473281661,0.16618321054289,1.5323104198217,1.79946947603603,2.15202254700939,TRUE,0.388747177736225,"standard",1,"one_step_gamma_poisson_shape_informed","recruitment"
"recruit_mean_50",44,44.3820293484902,2.38007316223996,40.0160422588206,44.4259537183052,49.2105220954141,TRUE,0.160511598782407,"standard",1,"one_step_gamma_poisson_shape_informed","recruit_size"
"recruit_mean_80",44.6,44.795578374348,1.31010387128557,42.3408114390963,44.8018915011041,47.4971216542719,TRUE,0.149284632031581,"standard",1,"one_step_gamma_poisson_shape_informed","recruit_size"
"recruit_mean_110",45.2,45.2091274002056,0.347231923936005,44.5412095390674,45.2257220030559,45.8546777337534,TRUE,0.0262861781317756,"standard",1,"one_step_gamma_poisson_shape_informed","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.63172603535005,0.232833550175352,3.21260964744752,3.62681111480853,4.1184023405956,TRUE,0.565751951343958,"standard",1,"one_step_gamma_poisson_shape_informed","recruit_size"
"lambda",1.03119869581319,1.02941467185704,0.0577085436637596,0.901985540879239,1.03207484557816,1.14084320795555,TRUE,-0.0309143818728772,"standard",1,"one_step_gamma_poisson_shape_informed","lambda"
"survival_50",0.354343693774205,0.386214187076507,0.0369642126967897,0.315740701727668,0.384127099743961,0.45809088168944,TRUE,0.862198623401782,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","survival"
"survival_80",0.589040434058665,0.60876554742542,0.048512949869921,0.518714134549912,0.608327472764873,0.697234648696384,TRUE,0.406594804472713,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","survival"
"survival_110",0.789181706522253,0.788315170407512,0.0650512965408864,0.644845371175903,0.797585894289302,0.896200767721108,TRUE,-0.0133208123560799,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","survival"
"growth_increment_50",12,10.6568389006942,1.67150662394783,7.03371845789198,10.7408803434145,13.886774010979,TRUE,-0.803563132842096,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","growth"
"growth_increment_80",8.4,7.30313327192013,1.24828617367101,4.69246582557242,7.39682477024977,9.60825627552611,TRUE,-0.878698131257962,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","growth"
"growth_increment_110",4.8,3.95379205518121,1.36448992020291,1.4513101228969,3.92563108722447,6.65038629969461,TRUE,-0.620164306302061,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","growth"
"growth_sd.log_growth_sd",4.5,7.28432579122833,0.836383096962292,5.8067550776132,7.22387854665645,9.18455159859481,FALSE,3.32900772545606,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","growth"
"recruitment_50",0.019387103915861,0.0202117083513823,0.00171993157685277,0.0170723566640583,0.0201326433314085,0.0238380615140287,TRUE,0.479440256007295,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruitment"
"recruitment_80",0.183939720585721,0.191763349639437,0.0163182564577907,0.16197801013268,0.191013201616029,0.226169230495969,TRUE,0.479440256007281,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruitment"
"recruitment_110",1.74517147873092,1.81940000447424,0.154823306581469,1.53680457143787,1.81228279818997,2.14583391325823,TRUE,0.479440256007297,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruitment"
"recruit_mean_50",44,44.6609114694878,2.32446587809305,39.730522499852,44.7044338352322,49.2702100536816,TRUE,0.284328316331332,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruit_size"
"recruit_mean_80",44.6,44.9494591645625,1.29271391373477,42.174570654973,44.9970263700294,47.4849028378574,TRUE,0.270329854772612,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruit_size"
"recruit_mean_110",45.2,45.2380068596371,0.359650903162892,44.5460933340046,45.2511793107684,45.8983505908611,TRUE,0.105677086593828,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.64162065745399,0.224522680368945,3.23301935938908,3.63950670426703,4.10893681906567,TRUE,0.630763258398987,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","recruit_size"
"lambda",1.03119869581319,1.02660175809417,0.0576360768264651,0.899521545958861,1.03058015580443,1.12761975106476,TRUE,-0.0797579913856104,"standard",1,"one_step_gamma_poisson_fixed_recruitment_slope","lambda"
"survival_50",0.354343693774205,0.357052951121757,0.0109354349252981,0.333566080735815,0.356880952133333,0.377475864576792,TRUE,0.247750305868896,"dense_profiles",1,"recursive_gamma_poisson","survival"
"survival_80",0.589040434058665,0.575747509285783,0.0106036584957854,0.555161223235222,0.576190118017009,0.5968440105898,TRUE,-1.25361683216836,"dense_profiles",1,"recursive_gamma_poisson","survival"
"survival_110",0.789181706522253,0.768038659402454,0.0161449721705041,0.735883451148623,0.767211401357605,0.799292403348075,TRUE,-1.30957470205034,"dense_profiles",1,"recursive_gamma_poisson","survival"
"growth_increment_50",12,12.4912778692502,0.557747821358103,11.4473090387211,12.510972385768,13.5452699210009,TRUE,0.880824362619566,"dense_profiles",1,"recursive_gamma_poisson","growth"
"growth_increment_80",8.4,8.92480806801597,0.407160945290375,8.18760282369267,8.93960973285487,9.65903872333151,TRUE,1.28894500832268,"dense_profiles",1,"recursive_gamma_poisson","growth"
"growth_increment_110",4.8,5.35833826678175,0.379464527422534,4.62259902809576,5.3569505662397,6.08291705650288,TRUE,1.47138461287592,"dense_profiles",1,"recursive_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,4.5150881812666,0.519001422114735,3.56853750123894,4.51220807326474,5.61799123302324,TRUE,0.0290715605462539,"dense_profiles",1,"recursive_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0237351818058413,0.00963523654235237,0.0101798616040397,0.0218090831763411,0.0442810554341228,TRUE,0.451268411612727,"dense_profiles",1,"recursive_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.200856709063353,0.041717806220064,0.130715818158693,0.195050557833424,0.288280128001207,TRUE,0.405510021030191,"dense_profiles",1,"recursive_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.75927449024259,0.0772911017646993,1.62031647067461,1.75727356699963,1.92234190757962,TRUE,0.18246617255641,"dense_profiles",1,"recursive_gamma_poisson","recruitment"
"recruit_mean_50",44,45.004517288532,1.25934282418863,42.4993318731068,45.0157284914015,47.4630456091263,TRUE,0.797651973106838,"dense_profiles",1,"recursive_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,45.140895202264,0.701236905737612,43.7876105363763,45.1451792742314,46.5028214845588,TRUE,0.771344459822839,"dense_profiles",1,"recursive_gamma_poisson","recruit_size"
