"data_id","truth_name","replicate","borrowing","bias_multiplier","robust_weight","positive_definite","failed"
14,"low_survival",5,"full",0.5,NA,TRUE,FALSE
15,"flatter_fecundity",5,"none",NA,NA,TRUE,FALSE
15,"flatter_fecundity",5,"full",1,NA,TRUE,FALSE
15,"flatter_fecundity",5,"robust",1.5,2.08813304117277e-08,TRUE,FALSE
15,"flatter_fecundity",5,"full",1.5,NA,TRUE,FALSE
15,"flatter_fecundity",5,"robust",1,0.0171558997011703,TRUE,FALSE
15,"flatter_fecundity",5,"full",0.25,NA,TRUE,FALSE
15,"flatter_fecundity",5,"robust",0.75,0.156395650561755,TRUE,FALSE
15,"flatter_fecundity",5,"robust",0,0.967778479786996,TRUE,FALSE
15,"flatter_fecundity",5,"robust",0.5,0.905331454716816,TRUE,FALSE
15,"flatter_fecundity",5,"full",0.5,NA,TRUE,FALSE
15,"flatter_fecundity",5,"robust",0.25,0.658734012374605,TRUE,FALSE
15,"flatter_fecundity",5,"full",0.75,NA,TRUE,FALSE
15,"flatter_fecundity",5,"full",0,NA,TRUE,FALSE
16,"baseline",6,"full",1.5,NA,TRUE,FALSE
16,"baseline",6,"full",0.5,NA,TRUE,FALSE
16,"baseline",6,"robust",0.75,0.99561678547816,TRUE,FALSE
16,"baseline",6,"full",0.75,NA,TRUE,FALSE
16,"baseline",6,"robust",0.5,0.994797686408574,TRUE,FALSE
16,"baseline",6,"robust",1,0.981548144344352,TRUE,FALSE
16,"baseline",6,"robust",0.25,0.994404937873562,TRUE,FALSE
16,"baseline",6,"full",1,NA,TRUE,FALSE
16,"baseline",6,"robust",0,0.994126985837996,TRUE,FALSE
16,"baseline",6,"full",0,NA,TRUE,FALSE
16,"baseline",6,"none",NA,NA,TRUE,FALSE
16,"baseline",6,"full",0.25,NA,TRUE,FALSE
16,"baseline",6,"robust",1.5,0.987338439524398,TRUE,FALSE
17,"low_survival",6,"full",0.75,NA,TRUE,FALSE
17,"low_survival",6,"full",0,NA,TRUE,FALSE
17,"low_survival",6,"robust",0.25,0.979000896298825,TRUE,FALSE
17,"low_survival",6,"full",0.25,NA,TRUE,FALSE
17,"low_survival",6,"robust",0,0.930833650719539,TRUE,FALSE
17,"low_survival",6,"robust",0.5,0.993641386418826,TRUE,FALSE
17,"low_survival",6,"none",NA,NA,TRUE,FALSE
17,"low_survival",6,"full",0.5,NA,TRUE,FALSE
17,"low_survival",6,"full",1,NA,TRUE,FALSE
17,"low_survival",6,"robust",1.5,0.992790412618784,TRUE,FALSE
17,"low_survival",6,"full",1.5,NA,TRUE,FALSE
17,"low_survival",6,"robust",1,0.997668131166599,TRUE,FALSE
17,"low_survival",6,"robust",0.75,0.994686933805131,TRUE,FALSE
18,"flatter_fecundity",6,"full",0.25,NA,TRUE,FALSE
18,"flatter_fecundity",6,"robust",1.5,1.67898640517298e-11,TRUE,FALSE
18,"flatter_fecundity",6,"none",NA,NA,TRUE,FALSE
18,"flatter_fecundity",6,"robust",1,0.218625121754248,TRUE,FALSE
18,"flatter_fecundity",6,"full",1,NA,TRUE,FALSE
18,"flatter_fecundity",6,"robust",0,0.98832994134982,TRUE,FALSE
18,"flatter_fecundity",6,"full",1.5,NA,TRUE,FALSE
18,"flatter_fecundity",6,"full",0,NA,TRUE,FALSE
18,"flatter_fecundity",6,"full",0.5,NA,TRUE,FALSE
18,"flatter_fecundity",6,"robust",0.75,0.394204542913984,TRUE,FALSE
18,"flatter_fecundity",6,"full",0.75,NA,TRUE,FALSE
18,"flatter_fecundity",6,"robust",0.5,0.837245244011709,TRUE,FALSE
18,"flatter_fecundity",6,"robust",0.25,0.96995788041311,TRUE,FALSE
19,"baseline",7,"robust",0.5,0.991689501669519,TRUE,FALSE
