"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","scenario","replicate","method","group"
"survival_50",0.354343693774205,0.352501243472441,0.0129818547349908,0.329295627196216,0.352364228892979,0.377136427139655,TRUE,-0.141925043791888,"parent_excitation_sparse",1,"one_step_gamma_poisson","survival"
"survival_80",0.589040434058665,0.578639154719425,0.0189177227893211,0.543541579659808,0.578958499046162,0.614456887729019,TRUE,-0.549816669536548,"parent_excitation_sparse",1,"one_step_gamma_poisson","survival"
"survival_110",0.789181706522253,0.775282001227314,0.0245640604097891,0.728747556610993,0.775866610170333,0.822596552914094,TRUE,-0.565855361982397,"parent_excitation_sparse",1,"one_step_gamma_poisson","survival"
"growth_increment_50",12,12.0248998956563,0.244227710509313,11.5419746541533,12.0260311335861,12.4765608977276,TRUE,0.101953605528062,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"growth_increment_80",8.4,8.49936899065692,0.17136279417925,8.17777861494214,8.50819204368047,8.82390030014567,TRUE,0.579874943874791,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"growth_increment_110",4.8,4.97383808565753,0.173117497138238,4.64141733559315,4.97445255453319,5.31425411416448,TRUE,1.00416242454521,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"growth_sd.log_growth_sd",4.5,4.34170368739258,0.14530581996045,4.08275627376779,4.33752266695929,4.61084600827344,TRUE,-1.08940104842672,"parent_excitation_sparse",1,"one_step_gamma_poisson","growth"
"recruitment_50",0.019387103915861,0.0177480559653442,0.00168310280776837,0.0148458022655949,0.0176626463428656,0.0212940274287455,TRUE,-0.973825213143104,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruitment"
"recruitment_80",0.183939720585721,0.172446670848322,0.0103900512971951,0.153578141417667,0.172175196567387,0.194391966410362,TRUE,-1.1061590947584,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruitment"
"recruitment_110",1.74517147873092,1.67761014805201,0.0462518222024411,1.5862413514771,1.67918732435432,1.76914683502698,TRUE,-1.46072797701246,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruitment"
"recruit_mean_50",44,44.2168037074738,0.3783804726019,43.4942421339769,44.2247079074947,44.9284920680679,TRUE,0.57297805561421,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_80",44.6,44.755843771103,0.244484346574946,44.3004294509741,44.7700889415165,45.214193054882,TRUE,0.637438647039015,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"recruit_mean_110",45.2,45.2948838347321,0.115914553977124,45.0792573716026,45.2946364493964,45.5115441276108,TRUE,0.818567051992808,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.56119989078008,0.0425054323119392,3.48399065801239,3.56128237264145,3.64395550663197,TRUE,1.43981339446094,"parent_excitation_sparse",1,"one_step_gamma_poisson","recruit_size"
"lambda",1.03119869581319,1.02344486366893,0.0233873384492155,0.978719267312238,1.02486242867973,1.06476335978528,TRUE,-0.331539741518886,"parent_excitation_sparse",1,"one_step_gamma_poisson","lambda"
"survival_50",0.354343693774205,0.352180563195553,0.0136203730149525,0.325456495218978,0.352575318888692,0.378630498114867,TRUE,-0.158815810424326,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","survival"
"survival_80",0.589040434058665,0.582425548770656,0.0210337297307345,0.542901153236951,0.582475255903751,0.623145202079551,TRUE,-0.314489411658831,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","survival"
"survival_110",0.789181706522253,0.78061123312854,0.0279130762331142,0.722137995024713,0.781952563921179,0.830650598635526,TRUE,-0.30704152140513,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","survival"
"growth_increment_50",12,12.1310811212548,0.250848736450457,11.6339549642638,12.1412496892317,12.5852780775123,TRUE,0.522550454547426,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","growth"
"growth_increment_80",8.4,8.52882096285847,0.168128540593988,8.1812461705343,8.53468385122633,8.84690286787584,TRUE,0.766205204680595,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","growth"
"growth_increment_110",4.8,4.92656080446208,0.166556444285088,4.61301577217911,4.93598825797906,5.24554540443065,TRUE,0.759867353108527,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","growth"
"growth_sd.log_growth_sd",4.5,4.33115067010361,0.135242247196008,4.06394910185235,4.33477230510016,4.59316981344555,TRUE,-1.24849544722276,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","growth"
"recruitment_50",0.019387103915861,0.0171796169986979,0.00228651606277869,0.0131389451118834,0.0169234343112388,0.0216628160467031,TRUE,-0.965436872759344,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruitment"
"recruitment_80",0.183939720585721,0.167364256388614,0.0136904440164405,0.142768455832909,0.166340731695722,0.192994773664354,TRUE,-1.21073240409168,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruitment"
"recruitment_110",1.74517147873092,1.63527871878402,0.0633203705934475,1.50981270846318,1.63239880511375,1.75700972798213,TRUE,-1.73550405528228,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruitment"
"recruit_mean_50",44,44.2205877611314,0.350884987069615,43.5143269929774,44.2211471981126,44.8879823819918,TRUE,0.628661154681101,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruit_size"
"recruit_mean_80",44.6,44.7662063004421,0.226390971697292,44.3209943091154,44.7607031162929,45.2029660590203,TRUE,0.734156045163942,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruit_size"
"recruit_mean_110",45.2,45.3118248397529,0.107747134014267,45.106588536326,45.3071536402407,45.516785145988,TRUE,1.03784514340823,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruit_size"
"recruit_sd.log_recruit_sd",3.5,3.56400895803986,0.0402108623566877,3.48879250585346,3.56357730025941,3.64273524056322,TRUE,1.59183251212266,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","recruit_size"
"lambda",1.03119869581319,1.02565572748648,0.0260751068129503,0.971210312467632,1.02661437327619,1.07379277246707,TRUE,-0.212577013259415,"parent_excitation_sparse",1,"one_step_finite_population_overdispersed","lambda"
"survival_50",0.354343693774205,0.351828169754739,0.00591149854818754,0.341220450307728,0.351492238782087,0.36481271402332,TRUE,-0.425530683795446,"parent_excitation_dense",1,"one_step_gamma_poisson","survival"
"survival_80",0.589040434058665,0.586182822999861,0.0104618832653715,0.566142869013382,0.586284093123117,0.608338118584327,TRUE,-0.273144995630222,"parent_excitation_dense",1,"one_step_gamma_poisson","survival"
"survival_110",0.789181706522253,0.786849466851132,0.0133532464624251,0.759148400423585,0.787291863990842,0.813288468127255,TRUE,-0.174657127589419,"parent_excitation_dense",1,"one_step_gamma_poisson","survival"
