"quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","prior_sd","contraction","scenario","replicate","method","group"
"survival_at_80",0.36,0.365228371399372,0.110149989672867,0.163279964435887,0.36348181146488,0.579790997237619,TRUE,0.0474659272769738,1.5,0.926566673551422,"standard",1,"recursive_poisson","survival"
"survival_slope_20",0.64,0.663149207039685,0.076011849518596,0.51460323672138,0.662995235262363,0.808588213079491,TRUE,0.304547346055854,1,0.923988150481404,"standard",1,"recursive_poisson","survival"
"growth_increment_80",8.4,8.45627744357287,1.03385988186365,6.34714348039902,8.49593032352274,10.4563611884106,TRUE,0.0544343044547058,6,0.827690019689391,"standard",1,"recursive_poisson","growth"
"growth_slope_20",-2.4,-2.7773552613746,0.416035360137875,-3.62975988695025,-2.78113431490391,-1.96479923102427,TRUE,-0.907026896102154,3,0.861321546620708,"standard",1,"recursive_poisson","growth"
"log_growth_sd",1.50407739677627,1.84038708902703,0.125812496002939,1.60832016506842,1.83745055765098,2.06500294473653,FALSE,2.67310245750869,0.7,0.820267862852944,"standard",1,"recursive_poisson","growth"
"log_recruitment_at_80",-1.69314718055995,-0.91823758357988,0.164277013037032,-1.216217232964,-0.924798946985202,-0.589842282184057,FALSE,4.71709086167388,1.5,0.890481991308645,"standard",1,"recursive_poisson","recruitment"
"recruitment_slope_20",1.5,0.987922666636494,0.138425499458431,0.718260727612568,0.994906114595019,1.24143569351587,FALSE,-3.69929915634713,1,0.861574500541568,"standard",1,"recursive_poisson","recruitment"
"recruit_mean_80",44.6,45.3994180088479,0.752231499857192,43.9544964952753,45.362599253023,46.7811322135837,TRUE,1.0627287065214,10,0.924776850014281,"standard",1,"recursive_poisson","recruit_size"
"recruit_mean_slope_20",0.4,0.0599648763781046,0.611447656557496,-1.06612916822997,0.0699021185969234,1.2729910192584,TRUE,-0.556114852964395,2,0.694276171721252,"standard",1,"recursive_poisson","recruit_size"
"log_recruit_sd",1.25276296849537,1.33774937423899,0.0474474724808387,1.24630082450471,1.33540059319109,1.42951617959133,TRUE,1.79116823931862,0.7,0.932217896455945,"standard",1,"recursive_poisson","recruit_size"
