"scenario_id","design","populations","transitions","initial_n","profile_detection","initial_profile","replicate","process_model","failed","error","positive_definite","condition_number","quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias"
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"survival_50",0.354343693774205,0.374720479676684,0.0177848232160671,0.339248537817729,0.374387259803178,0.411759131231958,TRUE,1.14574014343145
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"survival_80",0.589040434058665,0.601389848920877,0.0130848935053645,0.574962042253926,0.601486397650345,0.625620289854648,TRUE,0.943791774625361
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"survival_110",0.789181706522253,0.791491011521585,0.0133902007110439,0.765506008661447,0.791844323580303,0.817664584321157,TRUE,0.172462313983632
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"growth_increment_50",12,12.3662681184578,0.590428876711329,11.2545854762713,12.389432328313,13.5480035243692,TRUE,0.620342488155194
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"growth_increment_80",8.4,8.49443452013266,0.409331961437529,7.73926191244034,8.4879814822111,9.2907032463213,TRUE,0.230703998292758
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"growth_increment_110",4.8,4.6226009218075,0.317346386877042,4.02164816868921,4.59689584952086,5.26932687485049,TRUE,-0.55900771374224
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"growth_sd.log_growth_sd",4.5,4.43022933647823,0.522312638763055,3.45121502190042,4.40914371225784,5.55002884878907,TRUE,-0.133580270404724
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruitment_50",0.019387103915861,0.00469509357163173,0.00227754690227871,0.00155362584305829,0.00430986499959816,0.010525832904252,FALSE,-6.45080473624045
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruitment_80",0.183939720585721,0.069585179037144,0.0188837968958407,0.0388897096418936,0.0676254286018881,0.114686680456747,FALSE,-6.05569643537972
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruitment_110",1.74517147873092,1.07462415075119,0.102726408847368,0.883278055378577,1.06830997630577,1.28214389669682,FALSE,-6.52750675803376
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruit_mean_50",44,48.1324929876314,1.39176423852515,45.3783717200838,48.10689457842,50.752633546474,FALSE,2.96924786055045
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruit_mean_80",44.6,47.2284528978879,0.910878281793267,45.3694215025526,47.2332925346524,48.9504037808817,FALSE,2.88562473211371
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruit_mean_110",45.2,46.3244128081443,0.440114827165004,45.4279391935032,46.319399611542,47.1624207775412,FALSE,2.55481692218188
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"recruit_sd.log_recruit_sd",3.5,3.1926664303082,0.129506428269562,2.96059918888302,3.18575382095834,3.44549087336554,FALSE,-2.37311439901735
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"poisson",FALSE,NA,TRUE,18211.7472242901,"lambda",1.03119869581319,1.03307115756293,0.00521613205140071,1.0229520323262,1.03295838525669,1.04336934563098,TRUE,0.358975143129956
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"survival_50",0.354343693774205,0.373163163190344,0.017566163692911,0.340786717967942,0.372879510988787,0.405464544769841,TRUE,1.07134771969214
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"survival_80",0.589040434058665,0.599666619258622,0.0131575205206943,0.573363246808791,0.599744190659257,0.624231473504968,TRUE,0.807613044056721
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"survival_110",0.789181706522253,0.79017507506844,0.0142633381896932,0.7627695709125,0.7905006174158,0.81807693693003,TRUE,0.0696448848773054
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"growth_increment_50",12,12.3921145360303,0.612097876711084,11.214805112917,12.3816394340697,13.5797013855973,TRUE,0.640607574293848
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"growth_increment_80",8.4,8.51813915021921,0.42337073016296,7.72468182951259,8.52634851087409,9.36973501730371,TRUE,0.279044208308258
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"growth_increment_110",4.8,4.64416376440816,0.334079434549068,4.00499955256272,4.62109953763908,5.31039992715398,TRUE,-0.466464617321295
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"growth_sd.log_growth_sd",4.5,4.3790104017101,0.53823956369191,3.45098585426144,4.36973978043741,5.5675075544919,TRUE,-0.224787634450358
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"recruitment_50",0.019387103915861,0.0048449113190511,0.00257925174130998,0.00170527475654658,0.00424991741881577,0.0113302986745477,FALSE,-5.6381439484554
1,"one_by_twelve",1,12,500,0.25,"baseline",1,"gamma_poisson",FALSE,NA,TRUE,16140.6094112074,"recruitment_80",0.183939720585721,0.0708145525721507,0.0207793762698284,0.0400078073470193,0.0680059401488687,0.117114010587262,FALSE,-5.44410797247211
