"scenario_id","design","populations","transitions","initial_n","profile_detection","initial_profile","replicate","process_model","failed","error","positive_definite","condition_number","quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias"
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"log_recruitment_at_80",-1.69314718055995,-1.24586322036507,0.283827027266124,-1.79886741959459,-1.24024782363819,-0.675793536449852,TRUE,1.57590333980243
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"recruitment_slope_20",1.5,1.4975105142808,0.172900037200678,1.1697988012137,1.49262655631506,1.83614267508792,TRUE,-0.0143984105469736
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"recruit_mean_80",44.6,44.4754606258404,1.05262804454756,42.4336821765601,44.4359507569523,46.6250929304732,TRUE,-0.118312802708113
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"recruit_mean_slope_20",0.4,0.479007968546825,0.373931755489657,-0.250042443046508,0.477108777709671,1.22618188871958,TRUE,0.211289807262734
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"log_recruit_sd",1.25276296849537,1.2589064155515,0.0836500254155702,1.09223619404076,1.25443372442769,1.42366181882788,TRUE,0.0734422616802372
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,11721.310766071,"log_process_precision",NA,3.01398239503331,0.533545873731519,1.98431800894831,3.02476780068611,4.10035936972377,NA,NA
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"survival_at_80",0.36,-0.022069563282298,0.12687871663341,-0.260151259033952,-0.0306316923091232,0.218416367392349,FALSE,-3.01129750851918
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"survival_slope_20",0.64,0.303935890185176,0.0954309048780879,0.135605350700789,0.299494366294293,0.486560761227573,FALSE,-3.52154378337021
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"growth_increment_80",8.4,11.7223110599527,1.00080669138103,9.86318545648922,11.6875939260588,13.6700118248963,FALSE,3.31963314051008
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"growth_slope_20",-2.4,-0.522470375520657,0.587943254840392,-1.64129454759602,-0.538957589391941,0.651002265815326,FALSE,3.1933857715385
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"log_growth_sd",1.50407739677627,1.82786777349414,0.103989259635013,1.60919985488789,1.83172042437571,2.01629646429584,FALSE,3.11369056625964
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"log_recruitment_at_80",-1.69314718055995,-0.914947834256025,0.143595253222344,-1.2074816428603,-0.91405750402739,-0.634284777843646,FALSE,5.41939464460536
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"recruitment_slope_20",1.5,0.980879784112109,0.122107750871698,0.749768968945668,0.98232451919569,1.22739156032156,FALSE,-4.2513289466231
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"recruit_mean_80",44.6,45.8110047464241,0.466966282467755,45.0047957488424,45.7849465639211,46.7177818247574,FALSE,2.59334515550958
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"recruit_mean_slope_20",0.4,-0.753870661506298,0.405592632736256,-1.58464569911494,-0.73716778553029,1.02634380979238e-05,FALSE,-2.84490044536047
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,TRUE,1294.06117003296,"log_recruit_sd",1.25276296849537,1.08137666106959,0.126097826232,0.84367381231373,1.08734809328156,1.31286297904727,TRUE,-1.35915354409404
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,TRUE,2016.04311237209,"survival_at_80",0.36,-0.0122374006526201,0.12519448305348,-0.269695362792849,-0.00835880426368214,0.239464186655253,FALSE,-2.97327319522226
