"scenario_id","design","populations","transitions","initial_n","profile_detection","initial_profile","replicate","process_model","failed","error","process_model","convergence","positive_definite","condition_number","laplace_draws","parameter_coverage","derived_coverage","parameter_mean_abs_z","derived_mean_abs_z"
68,"three_by_four",3,4,500,1,"cohort_pulse",3,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4135.47859335759,500,0.9,0.866666666666667,1.13346055876501,1.24098147070951
69,"six_by_two",6,2,500,1,"cohort_pulse",3,"poisson",FALSE,NA,"poisson",0,TRUE,2302.91577008203,500,0.7,0.8,1.46623943794332,1.45124818885636
69,"six_by_two",6,2,500,1,"cohort_pulse",3,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3934.97369445321,500,0.7,0.8,1.39560307377639,1.39413301027352
70,"one_by_twelve",1,12,2500,1,"cohort_pulse",3,"poisson",FALSE,NA,"poisson",0,TRUE,16877.8266113168,500,0.9,0.8,0.878738958606305,1.10828927194279
70,"one_by_twelve",1,12,2500,1,"cohort_pulse",3,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13043.5653016159,500,0.9,0.8,0.881013665122187,1.01203126514951
71,"three_by_four",3,4,2500,1,"cohort_pulse",3,"poisson",FALSE,NA,"poisson",0,TRUE,7155.07275674431,500,0.8,0.733333333333333,1.23197868351684,1.58064074885398
71,"three_by_four",3,4,2500,1,"cohort_pulse",3,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7299.13988631327,500,0.9,0.8,1.10425433678701,1.43771957868087
72,"six_by_two",6,2,2500,1,"cohort_pulse",3,"poisson",FALSE,NA,"poisson",0,TRUE,6413.86568544271,500,0.9,0.933333333333333,0.846888272456882,0.748103082439158
72,"six_by_two",6,2,2500,1,"cohort_pulse",3,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12232.9183487418,500,0.9,0.933333333333333,0.810669577896946,0.731174648818537
73,"one_by_twelve",1,12,500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,5657.28064248405,500,0.8,0.733333333333333,1.79353773202214,1.3501335670114
73,"one_by_twelve",1,12,500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14844.6626316219,500,0.8,0.733333333333333,1.7248378738905,1.31401874631577
74,"three_by_four",3,4,500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,2068.52351626573,500,1,1,0.895550649288977,0.96960783018585
74,"three_by_four",3,4,500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1869.27903618717,500,1,1,0.852937460997814,0.906116694489532
75,"six_by_two",6,2,500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,5788.01229929111,500,0.8,0.866666666666667,1.00933616731865,1.13276182200324
75,"six_by_two",6,2,500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4498.29485486122,500,0.8,0.866666666666667,0.89492156584502,0.896418340290593
76,"one_by_twelve",1,12,2500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,30319.2398756651,500,0.5,0.533333333333333,1.74132563648795,2.48347565171547
76,"one_by_twelve",1,12,2500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,22443.0304467742,500,0.7,0.733333333333333,1.42528068925101,2.05965382637609
77,"three_by_four",3,4,2500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,4998.58463548875,500,0.9,0.866666666666667,0.931154385160623,1.15943814104171
77,"three_by_four",3,4,2500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3904.97041538307,500,1,0.933333333333333,0.818419136238918,1.02997795674021
78,"six_by_two",6,2,2500,0.25,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,1500.63928813454,500,0.7,0.733333333333333,2.52425435179475,1.75446353277778
78,"six_by_two",6,2,2500,0.25,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1267.54413589836,500,0.6,0.666666666666667,2.34054047324169,1.76264803398152
79,"one_by_twelve",1,12,500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,19067.0215104052,500,0.9,0.933333333333333,1.31025563920895,1.46964539913291
79,"one_by_twelve",1,12,500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14107.6234093047,500,0.9,0.933333333333333,1.1598260576085,1.07539330637214
80,"three_by_four",3,4,500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,7375.16573779557,500,1,0.866666666666667,0.690965513259252,0.992418374547379
80,"three_by_four",3,4,500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4726.91908747153,500,1,0.933333333333333,0.451968941817412,0.606796007143368
81,"six_by_two",6,2,500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,19658.7737409264,500,0.7,0.666666666666667,1.70519809061007,2.10887320934204
81,"six_by_two",6,2,500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12776.4775410063,500,0.7,0.8,1.10934889463431,1.14152982223371
82,"one_by_twelve",1,12,2500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,18991.4692845212,500,0.9,1,0.942905683289187,1.00637497808584
82,"one_by_twelve",1,12,2500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,22516.0657074941,500,1,1,0.680422178675273,0.811394212979932
83,"three_by_four",3,4,2500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,8706.96614742246,500,1,0.933333333333333,0.816293793051263,0.933786133445134
83,"three_by_four",3,4,2500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,15068.1680834922,500,1,0.933333333333333,0.790933643582411,0.859787160360709
84,"six_by_two",6,2,2500,1,"baseline",4,"poisson",FALSE,NA,"poisson",0,TRUE,12259.8930937643,500,0.8,0.733333333333333,1.41773030145698,1.59882444152014
84,"six_by_two",6,2,2500,1,"baseline",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,10813.4019557901,500,0.9,0.8,1.31069592488125,1.44970642733168
85,"one_by_twelve",1,12,500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,52106.1965997204,500,1,1,0.811612466021326,0.794189230428932
85,"one_by_twelve",1,12,500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,49670.3430218689,500,1,1,0.833570791538216,0.819850810612392
86,"three_by_four",3,4,500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1059.54799564035,500,0.9,1,0.966838414579109,0.932755674685263
86,"three_by_four",3,4,500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1797.67742492504,500,1,0.933333333333333,0.945067096128084,0.93491958206221
87,"six_by_two",6,2,500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1308.2485822927,500,1,0.933333333333333,0.658235700288807,0.837037732061333
87,"six_by_two",6,2,500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1532.69439025089,500,1,0.933333333333333,0.622061649173849,0.792332987688797
88,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,6310.42073987478,500,1,1,0.70910156440525,0.712734929140788
88,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5287.33099111646,500,1,1,0.677904142480879,0.716638710658561
89,"three_by_four",3,4,2500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1014.53667901372,500,0.4,0.466666666666667,2.20250695332483,1.74334813775014
89,"three_by_four",3,4,2500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4992.74775164106,500,0.3,0.466666666666667,2.13989097680511,1.71354286453514
90,"six_by_two",6,2,2500,0.25,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1697.19666523125,500,0.8,0.866666666666667,1.16275967891848,1.01383198328233
90,"six_by_two",6,2,2500,0.25,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3147.32190788325,500,0.9,0.866666666666667,1.06975686483769,0.909518663436634
91,"one_by_twelve",1,12,500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,FALSE,21392.5146513973,500,1,0.933333333333333,0.854729111963055,0.73705741805711
91,"one_by_twelve",1,12,500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,16907.2139919533,500,0.7,0.6,1.22804516950256,1.68164873975506
92,"three_by_four",3,4,500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1427.74869924967,500,0.9,0.866666666666667,1.05971237058938,1.21244999308069
92,"three_by_four",3,4,500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4490.28994926185,500,0.8,0.8,1.00542224545629,1.18450565964702
93,"six_by_two",6,2,500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,1195.36974834481,500,0.6,0.666666666666667,1.4948062944845,1.30553085949185
93,"six_by_two",6,2,500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,956.754588883023,500,0.6,0.666666666666667,1.41919185869296,1.2232077308858
94,"one_by_twelve",1,12,2500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,16495.5924698532,500,0.7,0.666666666666667,1.67642613138949,2.31012413220209
94,"one_by_twelve",1,12,2500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,32291.3288913792,500,0.6,0.6,1.60412342101578,2.09879086146237
95,"three_by_four",3,4,2500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,19951.8310778366,500,0.6,0.533333333333333,2.69697737367539,5.3877235392885
95,"three_by_four",3,4,2500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11829.5935769532,500,0.7,0.666666666666667,1.70120060432356,2.85476599729419
96,"six_by_two",6,2,2500,1,"cohort_pulse",4,"poisson",FALSE,NA,"poisson",0,TRUE,13479.054542159,500,1,1,0.807132819879528,0.801682928463535
96,"six_by_two",6,2,2500,1,"cohort_pulse",4,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12376.3856980217,500,1,1,0.754517615783501,0.761237588836937
97,"one_by_twelve",1,12,500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,63083.3621292304,500,0.6,0.6,1.5894411370681,1.99147731085822
97,"one_by_twelve",1,12,500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,49746.6961188876,500,0.6,0.6,1.5043110645121,1.94669661540302
98,"three_by_four",3,4,500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,1558.20682488019,500,0.7,0.6,1.82847617389945,1.64930071468055
98,"three_by_four",3,4,500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2473.98753163252,500,0.7,0.6,1.74778469391283,1.5911979036432
99,"six_by_two",6,2,500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,6844.39212834511,500,0.6,0.666666666666667,1.54335388158339,1.58449374469251
99,"six_by_two",6,2,500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6539.28993675596,500,0.6,0.733333333333333,1.4748860762089,1.4818428357968
100,"one_by_twelve",1,12,2500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,22199.7972839181,500,0.9,0.8,1.23157754649178,1.31754590808409
100,"one_by_twelve",1,12,2500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,65458.222178538,500,0.7,0.6,1.16683197017675,1.24539738746014
101,"three_by_four",3,4,2500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,4951.01210620368,500,0.8,0.866666666666667,1.02200043456978,0.828668581067464
101,"three_by_four",3,4,2500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11798.481003774,500,0.9,0.866666666666667,0.978606763326371,0.802816483366042
102,"six_by_two",6,2,2500,0.25,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,8311.00340099945,500,1,0.8,0.90372581467865,1.178412585824
102,"six_by_two",6,2,2500,0.25,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6024.74222448025,500,1,0.866666666666667,0.808137744903239,1.0256700337768
103,"one_by_twelve",1,12,500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,39257.9277496598,500,0.9,0.8,0.883027461348576,1.76478998007068
103,"one_by_twelve",1,12,500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,24456.3728033103,500,1,0.866666666666667,0.733382486208359,1.46270436247697
104,"three_by_four",3,4,500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,4531.77653648369,500,1,0.933333333333333,0.67578586976661,0.996602890554046
104,"three_by_four",3,4,500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7468.60808042457,500,1,0.933333333333333,0.611273255904846,0.866230551488308
105,"six_by_two",6,2,500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,1824.70878362164,500,0.5,0.533333333333333,2.4558673137251,2.61156910190779
105,"six_by_two",6,2,500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1676.43787400582,500,0.8,0.733333333333333,1.28558785817256,1.25564302676662
106,"one_by_twelve",1,12,2500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,15227.5220750722,500,0.3,0.333333333333333,2.24805019134459,2.00091100494576
106,"one_by_twelve",1,12,2500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,19746.4435489158,500,0.6,0.6,1.92536553570026,1.71325875800958
107,"three_by_four",3,4,2500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,8156.15322175817,500,0.9,0.8,0.880862808851986,1.33566850000629
107,"three_by_four",3,4,2500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,21525.0970256521,500,0.9,0.866666666666667,0.82313238167433,1.22854706226898
108,"six_by_two",6,2,2500,1,"baseline",5,"poisson",FALSE,NA,"poisson",0,TRUE,8078.68409794791,500,1,0.933333333333333,0.74986971626553,0.954505336296489
108,"six_by_two",6,2,2500,1,"baseline",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7057.92284503349,500,1,0.933333333333333,0.571223142516497,0.748423730498523
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,18040.4685727444,500,0.6,0.666666666666667,1.63475663796664,1.50203964139435
109,"one_by_twelve",1,12,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11721.310766071,500,0.7,0.666666666666667,1.22923157180737,1.23973087763412
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,1294.06117003296,500,0.1,0.333333333333333,3.26276735063901,2.2848856004782
110,"three_by_four",3,4,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2016.04311237209,500,0.1,0.333333333333333,3.084752532221,2.18488495062211
111,"six_by_two",6,2,500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,1199.4167199074,500,0.7,0.733333333333333,1.58510761169277,1.42214568171175
111,"six_by_two",6,2,500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,981.100519428952,500,0.7,0.733333333333333,1.58504256290759,1.36077943077027
112,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,4236.29575962113,500,0.7,0.666666666666667,2.25678545414158,1.75667001112001
112,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,17351.3047047063,500,0.7,0.8,2.18580865544764,1.70536013369524
113,"three_by_four",3,4,2500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,3676.6277009237,500,0.8,0.8,1.24911146499711,1.26086659598456
113,"three_by_four",3,4,2500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2934.70661731151,500,0.8,0.866666666666667,0.970869107731225,1.0191655568282
114,"six_by_two",6,2,2500,0.25,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,12296.6685334026,500,0.8,0.8,2.06960392863808,7.15503289643778
114,"six_by_two",6,2,2500,0.25,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1375.27823852156,500,0.7,0.8,1.42609532516324,1.15532516718319
115,"one_by_twelve",1,12,500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,15204.6092191313,500,0.6,0.4,1.98901341429379,2.91793332755625
115,"one_by_twelve",1,12,500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,10810.1672012969,500,0.6,0.4,2.02108036600962,2.96296638398287
116,"three_by_four",3,4,500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,1305.94005449227,500,0.8,0.733333333333333,1.30885092877962,1.51199692293816
116,"three_by_four",3,4,500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1252.97775189823,500,0.8,0.733333333333333,1.23049076985327,1.39727965093151
117,"six_by_two",6,2,500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,3430.98629713316,500,0.6,0.733333333333333,1.59079456891126,1.58869190052051
117,"six_by_two",6,2,500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3399.25692929719,500,0.6,0.733333333333333,1.49983684627084,1.46158139374256
118,"one_by_twelve",1,12,2500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,13504.9369908882,500,0.3,0.333333333333333,2.87939619094716,3.73274661866515
118,"one_by_twelve",1,12,2500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,59359.714154258,500,0.3,0.2,2.77957405528092,3.56367968411809
119,"three_by_four",3,4,2500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,3532.10968009032,500,0.9,0.733333333333333,1.14626572448104,1.39524077587437
119,"three_by_four",3,4,2500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3112.59356526881,500,0.9,0.8,0.972864038722332,1.13866139783441
120,"six_by_two",6,2,2500,1,"cohort_pulse",5,"poisson",FALSE,NA,"poisson",0,TRUE,13680.9973335898,500,0.7,0.8,1.34289749271017,1.321086554776
120,"six_by_two",6,2,2500,1,"cohort_pulse",5,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14213.1745444918,500,0.8,0.933333333333333,1.38556280246739,1.37072724514342
121,"one_by_twelve",1,12,500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,33778.2694375558,500,1,0.933333333333333,0.889505511587946,1.09323469672082
121,"one_by_twelve",1,12,500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,30979.2949326362,500,1,0.933333333333333,0.903048322365505,1.17498558724513
122,"three_by_four",3,4,500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,2980.43313349195,500,0.8,0.866666666666667,1.47002581474472,1.17380120808153
122,"three_by_four",3,4,500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2993.79076407466,500,0.8,0.866666666666667,1.42671418439021,1.11702089829864
123,"six_by_two",6,2,500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,1034.9429460254,500,0.6,0.6,2.52583455180435,1.76289685079261
123,"six_by_two",6,2,500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,967.60176049877,500,0.6,0.6,2.33913092248911,1.64431414699314
124,"one_by_twelve",1,12,2500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,22063.8473187053,500,0.7,0.466666666666667,1.22318702307158,1.69945381810573
124,"one_by_twelve",1,12,2500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,47611.8285474037,500,0.7,0.466666666666667,1.1269294312348,1.58229572320665
125,"three_by_four",3,4,2500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,6679.85414873151,500,1,0.866666666666667,0.876553784488964,1.21910632827992
125,"three_by_four",3,4,2500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6428.44965062136,500,1,0.933333333333333,0.62141114546834,1.01180651583434
126,"six_by_two",6,2,2500,0.25,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,2234.03312783526,500,0.7,0.8,1.64543671536981,1.14474058927874
126,"six_by_two",6,2,2500,0.25,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1748.27778511269,500,0.7,0.866666666666667,1.57048233989374,1.11627667912196
127,"one_by_twelve",1,12,500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,14696.865266396,500,0.6,0.533333333333333,2.34833412905611,3.0433425854742
127,"one_by_twelve",1,12,500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,9321.43365255918,500,0.6,0.733333333333333,1.57428147555838,1.7832547245109
128,"three_by_four",3,4,500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,30701.5792785382,500,0.7,0.666666666666667,2.52192197218535,10.805978693788
128,"three_by_four",3,4,500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,17333.7662650796,500,0.8,0.8,1.09350471213717,1.45191354525357
129,"six_by_two",6,2,500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,8643.5493192773,500,1,1,0.6550073855976,0.557940645880425
129,"six_by_two",6,2,500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7327.21621986235,500,1,1,0.573917211868324,0.502815517821128
130,"one_by_twelve",1,12,2500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,16619.253670227,500,0.9,0.733333333333333,0.730272814167576,1.1807715728511
130,"one_by_twelve",1,12,2500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,109541.794638109,500,0.9,0.733333333333333,0.764704650747708,1.10743003891695
131,"three_by_four",3,4,2500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,8228.18612555365,500,1,1,0.496641088405762,0.674425065407033
131,"three_by_four",3,4,2500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7633.11556307615,500,1,1,0.504872291095995,0.684921740445141
132,"six_by_two",6,2,2500,1,"baseline",6,"poisson",FALSE,NA,"poisson",0,TRUE,6972.78147080641,500,0.8,0.866666666666667,1.17064227573401,0.99030719895047
132,"six_by_two",6,2,2500,1,"baseline",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5733.98557882912,500,1,1,0.83278966725886,0.754838198269166
133,"one_by_twelve",1,12,500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,3602.51976680822,500,0.7,0.733333333333333,1.29075699543341,1.42076450043685
133,"one_by_twelve",1,12,500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4985.13301621861,500,0.6,0.666666666666667,1.30559821694218,1.43322172647185
134,"three_by_four",3,4,500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,618.020882022491,500,0.6,0.466666666666667,1.96985336677943,2.31028094014957
134,"three_by_four",3,4,500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,570.06078352316,500,0.6,0.533333333333333,1.92105964784858,2.20023928376656
135,"six_by_two",6,2,500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,1149.87786383223,500,0.6,0.733333333333333,1.85303930788831,1.43557000278209
135,"six_by_two",6,2,500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,968.770143186726,500,0.6,0.733333333333333,1.78349703073038,1.38230306534485
136,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,38374.5348424676,500,0.8,0.8,1.3337205660834,1.54718998433233
136,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,36856.3389643138,500,0.8,0.8,1.28610372797094,1.4823377061286
137,"three_by_four",3,4,2500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,1404.08314825656,500,0.6,0.666666666666667,1.59869480597891,1.4212822651629
137,"three_by_four",3,4,2500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4968.88737143056,500,0.6,0.666666666666667,1.62500134467277,1.45215697138286
138,"six_by_two",6,2,2500,0.25,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,3334.03469095628,500,0.6,0.6,1.52048741567048,1.36534562797175
138,"six_by_two",6,2,2500,0.25,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3082.18281971285,500,0.6,0.666666666666667,1.50068540043101,1.32670576877999
139,"one_by_twelve",1,12,500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,14310.558174683,500,1,1,0.592791958316542,0.72363357713391
139,"one_by_twelve",1,12,500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11251.8877310693,500,0.8,0.8,2.13568031833997,2.42727081381839
140,"three_by_four",3,4,500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,2426.52095647629,500,1,1,0.551910345085688,0.686175728541853
140,"three_by_four",3,4,500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4350.99630154137,500,1,1,0.527143129648933,0.683377183084554
141,"six_by_two",6,2,500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,8251.63055918698,500,1,1,0.929333455070494,0.887356625013854
141,"six_by_two",6,2,500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,7295.76600661197,500,1,1,0.911620709389908,0.863268414396951
142,"one_by_twelve",1,12,2500,1,"cohort_pulse",6,"poisson",FALSE,NA,"poisson",0,TRUE,11354.9850001342,500,0.7,0.6,1.35962432228364,1.77029189641041
142,"one_by_twelve",1,12,2500,1,"cohort_pulse",6,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,20280.9142264109,500,0.9,0.733333333333333,1.26254407808047,1.65631991892928
