"truth_name","borrowing","bias_multiplier","replicate","curve_rmse","coverage_at_80","width_at_80","robust_weight"
"baseline","robust",0.5,9,0.314428306707273,TRUE,0.241759040238071,0.00121550503951196
"baseline","robust",0.75,1,0.171997150492135,FALSE,0.235172914881168,0.812116884634231
"baseline","robust",0.75,11,0.139784825923194,FALSE,0.409707943886388,0.458785916006995
"baseline","robust",0.75,12,0.0684751973215363,FALSE,0.146880490732897,0.885708850613946
"baseline","robust",0.75,13,0.481716032002447,FALSE,0.101519828557135,0.000180139587594269
"baseline","robust",0.75,14,0.10081049891137,FALSE,0.0869254923051593,0.976776120626025
"baseline","robust",0.75,15,1.03974426864375,TRUE,0.235262967390167,4.64616717667942e-05
"baseline","robust",0.75,16,0.124120675480144,FALSE,0.0911773015665579,0.997149828638203
"baseline","robust",0.75,17,0.124680422931453,FALSE,0.0934564431275869,0.984606393559779
"baseline","robust",0.75,18,0.0812463655534035,FALSE,0.0847453994753162,0.994375679954975
"baseline","robust",0.75,19,0.0839136541229403,FALSE,0.0756001134625312,0.991389821091097
"baseline","robust",0.75,2,0.26964309606366,FALSE,0.32383433016625,0.0405620189925198
"baseline","robust",0.75,20,0.104708421674833,TRUE,0.221963343486493,0.504727248596372
"baseline","robust",0.75,21,0.0737819028042457,FALSE,0.0825902122953883,0.993677108611543
"baseline","robust",0.75,22,0.0656552122093476,FALSE,0.100965018219076,0.974438024709422
"baseline","robust",0.75,23,0.0932389905973736,TRUE,0.163355355599275,0.938961942117745
"baseline","robust",0.75,24,0.0482965595221375,TRUE,0.205776343020742,0.937367503649439
"baseline","robust",0.75,25,0.120030418228181,FALSE,0.0863085550492149,0.996451338153167
"baseline","robust",0.75,26,0.158722439917851,FALSE,0.399455738728319,0.470541847623428
"baseline","robust",0.75,27,0.155208361467957,FALSE,0.0802484130869105,0.988095651385281
"baseline","robust",0.75,28,0.0456967584975151,TRUE,0.223663680026723,0.694639425070658
"baseline","robust",0.75,29,0.128183171600489,FALSE,0.0922155402581177,0.973158986016968
"baseline","robust",0.75,3,0.402030193562359,TRUE,0.157217731333444,0.00453849560137752
"baseline","robust",0.75,30,0.139719931813573,FALSE,0.0863785380459827,0.990584029048963
"baseline","robust",0.75,4,0.111219338403432,TRUE,0.185103495498803,0.667857961787314
"baseline","robust",0.75,5,0.0706921429710602,FALSE,0.0758388756852505,0.997033969910299
"baseline","robust",0.75,6,0.12079692306578,FALSE,0.0873708740332141,0.995616786344505
"baseline","robust",0.75,7,0.0748273105477914,FALSE,0.17956978165886,0.696950563731825
"baseline","robust",0.75,8,0.0462370744074744,FALSE,0.237621407453357,0.894459243839387
"baseline","robust",0.75,9,0.287791003340853,TRUE,0.238396719483785,0.234879506567194
"baseline","robust",1,1,0.266852345047683,FALSE,0.22700793548473,0.332449899262614
"baseline","robust",1,11,0.0951019873998519,FALSE,0.181957273923358,0.942546340395829
"baseline","robust",1,12,0.131079656800779,FALSE,0.0821783252830479,0.996663565011278
"baseline","robust",1,13,0.470701924594344,FALSE,0.111180603040903,0.00171472746194679
"baseline","robust",1,14,0.0777779852843311,FALSE,0.0845042435680549,0.985700863625544
"baseline","robust",1,15,1.03647079693759,TRUE,0.248493460203714,0.000341198144366749
"baseline","robust",1,16,0.122875815752931,FALSE,0.0909136593211218,0.997392294674162
"baseline","robust",1,17,0.171810296642964,FALSE,0.184706539778308,0.0521923360652584
"baseline","robust",1,18,0.0977576679998445,FALSE,0.087430654177711,0.993857155872342
"baseline","robust",1,19,0.0937054707251549,FALSE,0.085838551059954,0.9754280791731
"baseline","robust",1,2,0.125011299434873,FALSE,0.226551635640441,0.878149299395695
"baseline","robust",1,20,0.172013377370722,TRUE,0.254232263815396,0.206910341230314
"baseline","robust",1,21,0.0992504459719647,FALSE,0.0856700938555697,0.994799421302619
"baseline","robust",1,22,0.106013418867008,FALSE,0.0842563386929721,0.997092025070198
"baseline","robust",1,23,0.0608995996808449,FALSE,0.090328930035466,0.981458846852057
"baseline","robust",1,24,0.04522818288692,TRUE,0.274096648109879,0.754323683769632
"baseline","robust",1,25,0.130425192428458,FALSE,0.0855572163273689,0.99661311850197
"baseline","robust",1,26,0.119303457311854,FALSE,0.113907123332884,0.964322358655581
"baseline","robust",1,27,0.125648892886006,TRUE,0.220281126589487,0.429052630800084
"baseline","robust",1,28,0.0653717638978983,TRUE,0.246198335351793,0.636550542633214
