"scenario_id","quantity","task_id","replicate","sample_size","accuracy","borrowing","robust_responsibility","failed","error","positive_definite","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","interval_width","weak_error","weak_interval_width","absolute_error_ratio_to_weak","width_ratio_to_weak"
2,"growth_increment_80",121,1,800,"biased","robust",0.99402336613933,FALSE,0.909790359552003,TRUE,8.4,9.309790359552,0.759557109309825,7.81179684842134,9.30363343654051,10.7918497217225,TRUE,1.19779059191308,2.9800528733012,0.963081642246312,3.14357961469946,0.9446658721788,0.947980722157122
2,"growth_increment_80",61,1,800,"biased","full",NA,FALSE,1.00255088844348,TRUE,8.4,9.40255088844348,0.773618322025531,7.89707935232859,9.39483981838743,10.9751106350653,TRUE,1.29592443702541,3.07803128273673,0.963081642246312,3.14357961469946,1.04098224331751,0.979148505844665
2,"growth_increment_80",101,1,50,"biased","robust",0.976171182740079,FALSE,0.893838131689302,TRUE,8.4,9.2938381316893,0.776094862710976,7.76705980266167,9.30072079020949,10.8202523688747,TRUE,1.15171247051815,3.05319256621308,0.963081642246312,3.14357961469946,0.928102138469273,0.971247094215866
2,"growth_increment_80",1,1,0,"weak","none",NA,FALSE,0.963081642246312,TRUE,8.4,9.36308164224631,0.82160314721699,7.73025388341147,9.36687868648623,10.8738334981109,TRUE,1.17219809284878,3.14357961469946,0.963081642246312,3.14357961469946,1,1
2,"growth_increment_80",41,1,50,"biased","full",NA,FALSE,0.934985605840666,TRUE,8.4,9.33498560584067,0.794299019391479,7.76101828989874,9.3313694255184,10.8189536617285,TRUE,1.17712043325569,3.05793537182972,0.963081642246312,3.14357961469946,0.970826942210097,0.972755821907846
2,"growth_increment_80",11,1,50,"correct","full",NA,FALSE,0.778899311909148,TRUE,8.4,9.17889931190915,0.784975692042282,7.68085537819803,9.17605081661825,10.6807268277095,TRUE,0.992259148665706,2.99987144951149,0.963081642246312,3.14357961469946,0.808757303370903,0.954285183516274
2,"growth_increment_80",31,1,800,"correct","full",NA,FALSE,0.825264194817374,TRUE,8.4,9.22526419481737,0.766022508174986,7.73608204590868,9.26375715429192,10.6678140777312,TRUE,1.07733674403841,2.93173203182251,0.963081642246312,3.14357961469946,0.856899517773498,0.932609442469234
2,"growth_increment_80",51,1,200,"biased","full",NA,FALSE,0.87606326714732,TRUE,8.4,9.27606326714732,0.779923281008882,7.70448410370845,9.27491588354599,10.7365152460187,TRUE,1.12326851689063,3.0320311423103,0.963081642246312,3.14357961469946,0.909645899909348,0.964515461333455
2,"growth_increment_80",91,1,800,"correct","robust",0.990694980544151,FALSE,0.818703312933666,TRUE,8.4,9.21870331293367,0.760636013916361,7.70381354146821,9.25325083668141,10.7030337637959,TRUE,1.07634045450771,2.99922022232773,0.963081642246312,3.14357961469946,0.850087133863444,0.954078022488536
2,"growth_increment_80",71,1,50,"correct","robust",0.785519219603534,FALSE,0.77166771575763,TRUE,8.4,9.17166771575763,0.756670508926986,7.6653341263029,9.18900888281381,10.6322712467,TRUE,1.0198199964895,2.96693712039711,0.963081642246312,3.14357961469946,0.80124849432056,0.943808487153826
2,"growth_increment_80",111,1,200,"biased","robust",0.991215166799651,FALSE,0.935156646117093,TRUE,8.4,9.33515664611709,0.775289066792684,7.8380953787263,9.33434672273607,10.7544310149916,TRUE,1.20620383566838,2.91633563626528,0.963081642246312,3.14357961469946,0.97100453907097,0.927711715214216
2,"growth_increment_80",81,1,200,"correct","robust",0.975669292211453,FALSE,0.826199516191934,TRUE,8.4,9.22619951619193,0.78488575718017,7.6629784876702,9.2439081875838,10.743806156141,TRUE,1.05263665270241,3.0808276684708,0.963081642246312,3.14357961469946,0.857870693355642,0.980038060453365
2,"growth_increment_80",21,1,200,"correct","full",NA,FALSE,0.823483543923398,TRUE,8.4,9.2234835439234,0.784697710584766,7.65225769646105,9.23660424172312,10.7223091450849,TRUE,1.04942773862527,3.07005144862387,0.963081642246312,3.14357961469946,0.855050608173454,0.976610051251201
2,"growth_increment_110",51,1,200,"biased","full",NA,FALSE,-0.241079390925298,TRUE,4.8,4.5589206090747,0.546323274231725,3.47411255366351,4.54819977889654,5.70128926086071,TRUE,-0.441276076448179,2.2271767071972,-0.196326326560682,2.28924513721048,1.22795243586847,0.972886944694393
2,"growth_increment_110",121,1,800,"biased","robust",0.99402336613933,FALSE,-0.247314519538846,TRUE,4.8,4.55268548046115,0.544742185438518,3.48754536432234,4.56551247432686,5.65704793638643,TRUE,-0.454002877232204,2.16950257206409,-0.196326326560682,2.28924513721048,1.25971143998563,0.947693428196028
2,"growth_increment_110",91,1,800,"correct","robust",0.990694980544151,FALSE,-0.209910538542029,TRUE,4.8,4.59008946145797,0.535777661616268,3.55674238377515,4.58880249470264,5.63983645037471,TRUE,-0.391786656257367,2.08309406659955,-0.196326326560682,2.28924513721048,1.06919200404408,0.909948014190334
2,"growth_increment_110",11,1,50,"correct","full",NA,FALSE,-0.291434671394054,TRUE,4.8,4.50856532860595,0.569209788536712,3.36295936856113,4.49837436795665,5.64036202423775,TRUE,-0.511998699360486,2.27740265567662,-0.196326326560682,2.28924513721048,1.48444009776741,0.994826905453956
2,"growth_increment_110",41,1,50,"biased","full",NA,FALSE,-0.2374627418105,TRUE,4.8,4.5625372581895,0.555645709686207,3.48969148777753,4.56679333159887,5.59831726172052,TRUE,-0.427363583792636,2.108625773943,-0.196326326560682,2.28924513721048,1.20953081520172,0.921100907748318
2,"growth_increment_110",111,1,200,"biased","robust",0.991215166799651,FALSE,-0.196435922530914,TRUE,4.8,4.60356407746909,0.571521528921853,3.45136066530446,4.61664212677751,5.66848713575814,TRUE,-0.343706951689957,2.21712647045368,-0.196326326560682,2.28924513721048,1.00055823369261,0.968496747864812
2,"growth_increment_110",21,1,200,"correct","full",NA,FALSE,-0.212178746167721,TRUE,4.8,4.58782125383228,0.569084429338122,3.49633367173236,4.57996234780154,5.68016965720371,TRUE,-0.37284229760863,2.18383598547135,-0.196326326560682,2.28924513721048,1.08074525655702,0.953954624594036
2,"growth_increment_110",101,1,50,"biased","robust",0.976171182740079,FALSE,-0.25593421948165,TRUE,4.8,4.54406578051835,0.54639567549183,3.47943161003375,4.53184498115086,5.62479283530562,TRUE,-0.468404548134967,2.14536122527187,-0.196326326560682,2.28924513721048,1.30361640216675,0.937147879185215
2,"growth_increment_110",61,1,800,"biased","full",NA,FALSE,-0.205550180522396,TRUE,4.8,4.5944498194776,0.547619124040378,3.54708922332237,4.5882571044236,5.66530699470162,TRUE,-0.375352451181452,2.11821777137925,-0.196326326560682,2.28924513721048,1.04698225715981,0.925290934093834
2,"growth_increment_110",81,1,200,"correct","robust",0.975669292211453,FALSE,-0.23421784763542,TRUE,4.8,4.56578215236458,0.56523841230967,3.49471480174085,4.56527456251541,5.7304390825509,TRUE,-0.414370011900575,2.23572428081005,-0.196326326560682,2.28924513721048,1.19300275076978,0.976620740378355
2,"growth_increment_110",1,1,0,"weak","none",NA,FALSE,-0.196326326560682,TRUE,4.8,4.60367367343932,0.580268426594485,3.46742870173264,4.58720999807081,5.75667383894312,TRUE,-0.338337082568655,2.28924513721048,-0.196326326560682,2.28924513721048,1,1
2,"growth_increment_110",31,1,800,"correct","full",NA,FALSE,-0.222969861050402,TRUE,4.8,4.5770301389496,0.545546631412276,3.54749369161161,4.58731265814814,5.5952680779406,TRUE,-0.408709078586356,2.04777438632899,-0.196326326560682,2.28924513721048,1.13571045186079,0.894519487250838
2,"growth_increment_110",71,1,50,"correct","robust",0.785519219603534,FALSE,-0.28472230474005,TRUE,4.8,4.51527769525995,0.538926888432297,3.45875632340794,4.53002127925517,5.55345619494354,TRUE,-0.528313414771878,2.09469987153561,-0.196326326560682,2.28924513721048,1.45025025287195,0.915017722430577
2,"growth_sd.log_growth_sd",111,1,200,"biased","robust",0.991215166799651,FALSE,-0.591574595695396,TRUE,4.5,3.9084254043046,0.716865354982564,2.72076743742579,3.81766170956112,5.49132766135809,TRUE,-0.825224139489604,2.7705602239323,-0.55547635641364,2.83432854800047,1.06498609502449,0.977501435352951
2,"growth_sd.log_growth_sd",61,1,800,"biased","full",NA,FALSE,-0.60473431054178,TRUE,4.5,3.89526568945822,0.690277874082698,2.72132275989735,3.82181701039405,5.41238046609259,TRUE,-0.876073728055393,2.69105770619524,-0.55547635641364,2.83432854800047,1.08867695908097,0.949451575786335
2,"growth_sd.log_growth_sd",51,1,200,"biased","full",NA,FALSE,-0.551701384770488,TRUE,4.5,3.94829861522951,0.721276492677356,2.68778704649493,3.89647460947831,5.45373176888048,TRUE,-0.764895834498348,2.76594472238555,-0.55547635641364,2.83432854800047,0.993204082226786,0.97587300679621
2,"growth_sd.log_growth_sd",41,1,50,"biased","full",NA,FALSE,-0.586552891553667,TRUE,4.5,3.91344710844633,0.711436495659826,2.75428591171899,3.8505614167963,5.38420063396507,TRUE,-0.82446275265885,2.62991472224608,-0.55547635641364,2.83432854800047,1.05594573879016,0.927879276416772
2,"growth_sd.log_growth_sd",31,1,800,"correct","full",NA,FALSE,-0.507156796064224,TRUE,4.5,3.99284320393578,0.757893107887533,2.78151153601859,3.93180706985153,5.82353713336384,TRUE,-0.669166655279155,3.04202559734525,-0.55547635641364,2.83432854800047,0.913012390551806,1.073279101497
2,"growth_sd.log_growth_sd",121,1,800,"biased","robust",0.99402336613933,FALSE,-0.549829438604406,TRUE,4.5,3.95017056139559,0.776846663343453,2.72136123951571,3.84391122964771,5.75266417078755,TRUE,-0.707770869785303,3.03130293127183,-0.55547635641364,2.83432854800047,0.989834098708194,1.06949595995507
2,"growth_sd.log_growth_sd",81,1,200,"correct","robust",0.975669292211453,FALSE,-0.516815013888829,TRUE,4.5,3.98318498611117,0.771741838963962,2.58174647353306,3.94090043632919,5.57712829220927,TRUE,-0.669673442329674,2.99538181867621,-0.55547635641364,2.83432854800047,0.930399661338563,1.0568223718416
2,"growth_sd.log_growth_sd",101,1,50,"biased","robust",0.976171182740079,FALSE,-0.564010571261413,TRUE,4.5,3.93598942873859,0.724023255518181,2.75679685880078,3.86527502337525,5.46331292245448,TRUE,-0.778995104042276,2.7065160636537,-0.55547635641364,2.83432854800047,1.0153637769623,0.954905550933065
2,"growth_sd.log_growth_sd",1,1,0,"weak","none",NA,FALSE,-0.55547635641364,TRUE,4.5,3.94452364358636,0.725012293066849,2.75204501315117,3.86844088218834,5.58637356115164,TRUE,-0.766161293712605,2.83432854800047,-0.55547635641364,2.83432854800047,1,1
2,"growth_sd.log_growth_sd",21,1,200,"correct","full",NA,FALSE,-0.512360970534659,TRUE,4.5,3.98763902946534,0.751658100075566,2.70429263163862,3.89525248577455,5.61591688026035,TRUE,-0.68164098874628,2.91162424862173,-0.55547635641364,2.83432854800047,0.922381240207325,1.0272712564236
2,"growth_sd.log_growth_sd",71,1,50,"correct","robust",0.785519219603534,FALSE,-0.531787100711536,TRUE,4.5,3.96821289928846,0.742690625273689,2.73639988928152,3.9163524700671,5.5652681557011,TRUE,-0.716027754511601,2.82886826641959,-0.55547635641364,2.83432854800047,0.957353260082842,0.998073518475926
2,"growth_sd.log_growth_sd",11,1,50,"correct","full",NA,FALSE,-0.494504174002429,TRUE,4.5,4.00549582599757,0.758797263663879,2.69310880628362,3.953456604272,5.68929138554643,TRUE,-0.651694724905435,2.99618257926281,-0.55547635641364,2.83432854800047,0.890234423648794,1.05710489398857
2,"growth_sd.log_growth_sd",91,1,800,"correct","robust",0.990694980544151,FALSE,-0.51927512013985,TRUE,4.5,3.98072487986015,0.717845817387503,2.76466755922769,3.95258745629568,5.5226447770177,TRUE,-0.723379739161367,2.75797721779001,-0.55547635641364,2.83432854800047,0.934828483956513,0.973061933746417
2,"recruitment_50",51,1,200,"biased","full",NA,FALSE,0.0259935101385621,TRUE,0.019387103915861,0.0453806140544231,0.0143750262259042,0.0241495942577549,0.0436336276124137,0.0804823015388911,FALSE,1.80824088457808,0.0563327072811362,0.0396317032432927,0.197291624191422,0.655876684859899,0.285530151176005
2,"recruitment_50",31,1,800,"correct","full",NA,FALSE,-0.00174517331421764,TRUE,0.019387103915861,0.0176419306016434,0.00355059435095201,0.0118248857215958,0.0172209909479352,0.0261383515839475,TRUE,-0.491515825723576,0.0143134658623517,0.0396317032432927,0.197291624191422,0.0440347795174056,0.0725497897896775
