"scenario_id","quantity","task_id","replicate","sample_size","accuracy","borrowing","robust_responsibility","failed","error","positive_definite","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","interval_width","weak_error","weak_interval_width","absolute_error_ratio_to_weak","width_ratio_to_weak"
2,"survival_50",1,1,0,"weak","none",NA,FALSE,-0.0380316132241293,TRUE,0.354343693774205,0.316312080550075,0.0249534069226008,0.268024640916144,0.315814625343733,0.367940514933657,TRUE,-1.52410503872653,0.0999158740175122,-0.0380316132241293,0.0999158740175122,1,1
2,"survival_50",71,1,50,"correct","robust",0.785519219603534,FALSE,-0.0261158711685476,TRUE,0.354343693774205,0.328227822605657,0.0257867023523404,0.280263531577161,0.327309071588464,0.380009814552971,TRUE,-1.01276506052265,0.0997462829758105,-0.0380316132241293,0.0999158740175122,0.686688492929304,0.998302661680445
2,"survival_50",81,1,200,"correct","robust",0.975669292211453,FALSE,-0.0265471862720253,TRUE,0.354343693774205,0.327796507502179,0.0244935241380325,0.280165957803837,0.32744249343882,0.375924008126422,TRUE,-1.08384510625827,0.0957580503225855,-0.0380316132241293,0.0999158740175122,0.698029455536805,0.958386755499952
2,"survival_50",91,1,800,"correct","robust",0.990694980544151,FALSE,-0.0259563219295716,TRUE,0.354343693774205,0.328387371844633,0.0233021318894401,0.286129224012505,0.326933688850338,0.377027788682157,TRUE,-1.1139033137708,0.0908985646696528,-0.0380316132241293,0.0999158740175122,0.682493318824127,0.909750983649715
2,"survival_50",101,1,50,"biased","robust",0.976171182740079,FALSE,-0.0371036362599349,TRUE,0.354343693774205,0.31724005751427,0.0235405416351435,0.271941326196672,0.31620089699702,0.362364362732095,TRUE,-1.57615898712131,0.0904230365354234,-0.0380316132241293,0.0999158740175122,0.97559985271396,0.90499169851204
2,"survival_50",21,1,200,"correct","full",NA,FALSE,-0.0250055479061469,TRUE,0.354343693774205,0.329338145868058,0.0229205573818989,0.285595654335151,0.329188906591049,0.37351153716311,TRUE,-1.09096596079704,0.0879158828279585,-0.0380316132241293,0.0999158740175122,0.657493747603691,0.879899052001982
2,"survival_50",31,1,800,"correct","full",NA,FALSE,-0.026716623036639,TRUE,0.354343693774205,0.327627070737566,0.0240643385220616,0.279498343613822,0.327473552700807,0.373561964961451,TRUE,-1.11021638978964,0.0940636213476289,-0.0380316132241293,0.0999158740175122,0.702484611399248,0.941428199198282
2,"survival_50",111,1,200,"biased","robust",0.991215166799651,FALSE,-0.0367981634489086,TRUE,0.354343693774205,0.317545530325296,0.0239774051838626,0.272051819693365,0.316748259629178,0.366254156337446,TRUE,-1.53470165627741,0.0942023366440807,-0.0380316132241293,0.0999158740175122,0.967567776629622,0.9428165201014
2,"survival_50",11,1,50,"correct","full",NA,FALSE,-0.0224151628147482,TRUE,0.354343693774205,0.331928530959456,0.0247889180305007,0.281864909417539,0.331522023009364,0.37991637741985,TRUE,-0.904241273748546,0.0980514680023114,-0.0380316132241293,0.0999158740175122,0.589382382562904,0.981340242143365
2,"survival_50",51,1,200,"biased","full",NA,FALSE,-0.0372024355359663,TRUE,0.354343693774205,0.317141258238238,0.0230294928540364,0.275779480124195,0.316534116353088,0.363498587207186,TRUE,-1.6154257400178,0.0877191070829914,-0.0380316132241293,0.0999158740175122,0.97819767246589,0.877929637763233
2,"survival_50",121,1,800,"biased","robust",0.99402336613933,FALSE,-0.0407991865221433,TRUE,0.354343693774205,0.313544507252061,0.0221769030137734,0.271234204547084,0.313853241627608,0.357734969957569,TRUE,-1.8397152432332,0.0865007654104854,-0.0380316132241293,0.0999158740175122,1.07277033665924,0.865735962989469
2,"survival_50",61,1,800,"biased","full",NA,FALSE,-0.0425363415485037,TRUE,0.354343693774205,0.311807352225701,0.0208889660970195,0.270810948745031,0.311597272203572,0.353389591306904,FALSE,-2.03630669660443,0.082578642561873,-0.0380316132241293,0.0999158740175122,1.11844694301625,0.826481711478593
2,"survival_50",41,1,50,"biased","full",NA,FALSE,-0.0380095843465834,TRUE,0.354343693774205,0.316334109427621,0.0235620016779585,0.269193215474488,0.316429370189751,0.36371811098596,TRUE,-1.61317297511867,0.0945248955114717,-0.0380316132241293,0.0999158740175122,0.999420774569406,0.946044824618202
2,"survival_80",111,1,200,"biased","robust",0.991215166799651,FALSE,-0.0146787707098699,TRUE,0.589040434058665,0.574361663348795,0.024632441481941,0.524644218377733,0.574533195570616,0.623573933226145,TRUE,-0.59591213159408,0.0989297148484117,-0.0161299346629636,0.105250249025739,0.910032868488562,0.939947560829226
2,"survival_80",91,1,800,"correct","robust",0.990694980544151,FALSE,-0.0110482613488561,TRUE,0.589040434058665,0.577992172709809,0.0238429849312933,0.532818615629433,0.577218939675413,0.625911921165475,TRUE,-0.46337576359223,0.0930933055360419,-0.0161299346629636,0.105250249025739,0.684953881073322,0.884494871962499
2,"survival_80",71,1,50,"correct","robust",0.785519219603534,FALSE,-0.0121312212299527,TRUE,0.589040434058665,0.576909212828712,0.0244481338011061,0.529190501920567,0.576969382759251,0.623192176557337,TRUE,-0.496202341194806,0.0940016746367702,-0.0161299346629636,0.105250249025739,0.752093637292128,0.893125436822314
2,"survival_80",61,1,800,"biased","full",NA,FALSE,-0.0191672182675573,TRUE,0.589040434058665,0.569873215791108,0.0240663889127519,0.523989997178989,0.569482094881524,0.620179748537769,TRUE,-0.796431003298599,0.09618975135878,-0.0161299346629636,0.105250249025739,1.18830104820992,0.913914715159078
2,"survival_80",1,1,0,"weak","none",NA,FALSE,-0.0161299346629636,TRUE,0.589040434058665,0.572910499395701,0.0260046217580715,0.521012469157487,0.572841142436927,0.626262718183225,TRUE,-0.620271842944884,0.105250249025739,-0.0161299346629636,0.105250249025739,1,1
2,"survival_80",21,1,200,"correct","full",NA,FALSE,-0.0118360970133558,TRUE,0.589040434058665,0.577204337045309,0.024580262176286,0.52852709552277,0.577472012838788,0.624493620822765,TRUE,-0.481528509682648,0.0959665252999949,-0.0161299346629636,0.105250249025739,0.733796959545839,0.911793807504688
2,"survival_80",31,1,800,"correct","full",NA,FALSE,-0.0120012526867195,TRUE,0.589040434058665,0.577039181371946,0.0239348005722828,0.532941273426887,0.576551701400821,0.622516672428366,TRUE,-0.501414358998975,0.0895753990014789,-0.0161299346629636,0.105250249025739,0.744036038427103,0.851070660930915
2,"survival_80",101,1,50,"biased","robust",0.976171182740079,FALSE,-0.0165640147148942,TRUE,0.589040434058665,0.572476419343771,0.0254046819173607,0.52138275372811,0.572891530580652,0.621636788040948,TRUE,-0.652006380901583,0.100254034312838,-0.0161299346629636,0.105250249025739,1.02691145754777,0.952530138796355
2,"survival_80",51,1,200,"biased","full",NA,FALSE,-0.0132542875589906,TRUE,0.589040434058665,0.575786146499675,0.0251432299847009,0.530327506270166,0.575246371408207,0.624738208506477,TRUE,-0.527151347183937,0.0944107022363114,-0.0161299346629636,0.105250249025739,0.821719854168047,0.897011675603955
2,"survival_80",121,1,800,"biased","robust",0.99402336613933,FALSE,-0.0171528991437573,TRUE,0.589040434058665,0.571887534914908,0.0232951469973515,0.524784661594182,0.571085212657574,0.62059683091019,TRUE,-0.736329294067448,0.0958121693160078,-0.0161299346629636,0.105250249025739,1.06342024950309,0.910327245806108
2,"survival_80",11,1,50,"correct","full",NA,FALSE,-0.0115623683172028,TRUE,0.589040434058665,0.577478065741462,0.0243747845228558,0.527471819626687,0.577849570034626,0.625765194647528,TRUE,-0.47435776535218,0.0982933750208411,-0.0161299346629636,0.105250249025739,0.716826729853498,0.933901591024299
2,"survival_80",81,1,200,"correct","robust",0.975669292211453,FALSE,-0.0124915429423749,TRUE,0.589040434058665,0.57654889111629,0.0240943635258714,0.529240728814406,0.576447156838259,0.623189780323734,TRUE,-0.518442536527766,0.0939490515093279,-0.0161299346629636,0.105250249025739,0.774432333632263,0.89262545579681
2,"survival_80",41,1,50,"biased","full",NA,FALSE,-0.0171627610631521,TRUE,0.589040434058665,0.571877672995513,0.0245885695289904,0.523094750349935,0.570734865779158,0.620332509467192,TRUE,-0.697997540805162,0.0972377591172563,-0.0161299346629636,0.105250249025739,1.06403165429801,0.923872009970038
2,"survival_110",61,1,800,"biased","full",NA,FALSE,0.00460948206122602,TRUE,0.789181706522253,0.793791188583479,0.0295410373742288,0.730938586815503,0.795118477650715,0.848320660544518,TRUE,0.156036567126355,0.117382073729015,0.00514251468564009,0.126547472719137,0.896347865393073,0.927573433169512
2,"survival_110",31,1,800,"correct","full",NA,FALSE,0.00233811005555784,TRUE,0.789181706522253,0.791519816577811,0.0299241332671054,0.729513980819778,0.792560910828408,0.846794766951681,TRUE,0.0781345957354109,0.117280786131903,0.00514251468564009,0.126547472719137,0.454662786299232,0.926773041072098
2,"survival_110",121,1,800,"biased","robust",0.99402336613933,FALSE,0.0059617138995548,TRUE,0.789181706522253,0.795143420421808,0.029560527469868,0.733612192198546,0.797166032440548,0.850001211715356,TRUE,0.201678197577217,0.116389019516811,0.00514251468564009,0.126547472719137,1.15929934360756,0.919726147160028
2,"survival_110",71,1,50,"correct","robust",0.785519219603534,FALSE,0.00166725468952478,TRUE,0.789181706522253,0.790848961211778,0.0311891552008566,0.723941219863808,0.79273138262961,0.845809967488451,TRUE,0.0534562311414894,0.121868747624643,0.00514251468564009,0.126547472719137,0.324210000640427,0.96302790570241
2,"survival_110",101,1,50,"biased","robust",0.976171182740079,FALSE,0.00393309342708092,TRUE,0.789181706522253,0.793114799949334,0.0308409936903995,0.728066763905051,0.795294011431005,0.848227814712247,TRUE,0.127528103230515,0.120161050807196,0.00514251468564009,0.126547472719137,0.764819094841607,0.949533390318152
2,"survival_110",11,1,50,"correct","full",NA,FALSE,-0.000271281860988903,TRUE,0.789181706522253,0.788910424661264,0.0305266409419572,0.724123283351453,0.790754612384058,0.843495821523664,TRUE,-0.00888672492675213,0.119372538172211,0.00514251468564009,0.126547472719137,0.0527527634965105,0.943302427201765
2,"survival_110",1,1,0,"weak","none",NA,FALSE,0.00514251468564009,TRUE,0.789181706522253,0.794324221207893,0.0316994551740367,0.728402263461163,0.795342343985583,0.8549497361803,TRUE,0.162227226222236,0.126547472719137,0.00514251468564009,0.126547472719137,1,1
2,"survival_110",21,1,200,"correct","full",NA,FALSE,0.00127791116182907,TRUE,0.789181706522253,0.790459617684082,0.0299420046337503,0.729996917397897,0.792571232247749,0.843466753534317,TRUE,0.0426795459242105,0.113469836136419,0.00514251468564009,0.126547472719137,0.248499273205286,0.89665825558016
2,"survival_110",41,1,50,"biased","full",NA,FALSE,0.0039195399487546,TRUE,0.789181706522253,0.793101246471007,0.0297414176221071,0.730860856718344,0.794464157702914,0.846623358452195,TRUE,0.131787260397472,0.11576250173385,0.00514251468564009,0.126547472719137,0.762183520778169,0.91477529536111
2,"survival_110",91,1,800,"correct","robust",0.990694980544151,FALSE,0.00306008882601916,TRUE,0.789181706522253,0.792241795348272,0.0295176365499285,0.732112733132407,0.793312502261986,0.845573477633971,TRUE,0.103669845681685,0.113460744501564,0.00514251468564009,0.126547472719137,0.595056895912057,0.896586411910268
2,"survival_110",51,1,200,"biased","full",NA,FALSE,0.00838749556095586,TRUE,0.789181706522253,0.797569202083209,0.0302225488184256,0.735233272260142,0.799444716006345,0.854375407660945,TRUE,0.277524427583762,0.119142135400803,0.00514251468564009,0.126547472719137,1.63101052183225,0.941481744682731
2,"survival_110",81,1,200,"correct","robust",0.975669292211453,FALSE,0.00160809552064889,TRUE,0.789181706522253,0.790789802042902,0.0298145138418182,0.729602879627898,0.792785610181779,0.841158170524787,TRUE,0.0539366675298041,0.111555290896889,0.00514251468564009,0.126547472719137,0.31270606287996,0.881529188216017
2,"survival_110",111,1,200,"biased","robust",0.991215166799651,FALSE,0.00616473409535712,TRUE,0.789181706522253,0.79534644061761,0.0309776616256373,0.727092804055597,0.797148574394284,0.851616760261891,TRUE,0.199005792298253,0.124523956206294,0.00514251468564009,0.126547472719137,1.19877812163988,0.98400982280117
2,"growth_increment_50",61,1,800,"biased","full",NA,FALSE,2.21065195740933,TRUE,12,14.2106519574093,1.15474636648944,11.9817763382844,14.1927159390704,16.5753820293727,TRUE,1.91440477455666,4.59360569108834,2.12248961105329,4.77758488551305,1.04153723339654,0.961491172039123
2,"growth_increment_50",121,1,800,"biased","robust",0.99402336613933,FALSE,2.06689523864283,TRUE,12,14.0668952386428,1.12856622138394,11.7954762225394,14.0797663799614,16.1500858829244,TRUE,1.83143461099538,4.35460966038502,2.12248961105329,4.77758488551305,0.973806999044455,0.911466727381318
2,"growth_increment_50",31,1,800,"correct","full",NA,FALSE,1.87349825068515,TRUE,12,13.8734982506852,1.13956434795834,11.6303290993884,13.8656856422755,16.0941508923459,TRUE,1.64404779251101,4.46382179295755,2.12248961105329,4.77758488551305,0.882689008666303,0.934326003603429
2,"growth_increment_50",21,1,200,"correct","full",NA,FALSE,1.85914583401447,TRUE,12,13.8591458340145,1.15375535431168,11.5124324045374,13.8610503437164,16.1167181384236,TRUE,1.61138652753956,4.60428573388623,2.12248961105329,4.77758488551305,0.875926941801079,0.963726620085327
2,"growth_increment_50",101,1,50,"biased","robust",0.976171182740079,FALSE,2.04361048286024,TRUE,12,14.0436104828602,1.16540127852969,11.7111651555027,14.0225000237346,16.3081827751191,TRUE,1.75356808037702,4.59701761961644,2.12248961105329,4.77758488551305,0.96283650681621,0.962205325447144
2,"growth_increment_50",71,1,50,"correct","robust",0.785519219603534,FALSE,1.82805773625531,TRUE,12,13.8280577362553,1.1400236123044,11.6439206285902,13.8334588761228,16.060697518345,TRUE,1.60352620465477,4.41677688975478,2.12248961105329,4.77758488551305,0.861279945369501,0.92447899840517
2,"growth_increment_50",11,1,50,"correct","full",NA,FALSE,1.84923329521233,TRUE,12,13.8492332952123,1.15301071975721,11.648531061821,13.8567082553016,16.0591568572176,TRUE,1.60383009760891,4.41062579539659,2.12248961105329,4.77758488551305,0.871256700424859,0.923191508071542
2,"growth_increment_50",51,1,200,"biased","full",NA,FALSE,1.99320592521994,TRUE,12,13.9932059252199,1.17130944238723,11.5932669780202,14.0229503464699,16.1313467115911,TRUE,1.70169030752251,4.53807973357085,2.12248961105329,4.77758488551305,0.93908866024122,0.949868990780585
2,"growth_increment_50",41,1,50,"biased","full",NA,FALSE,2.10743395349183,TRUE,12,14.1074339534918,1.20321541609436,11.6879780362044,14.1022324987328,16.3473986081463,TRUE,1.75150178870926,4.65942057194197,2.12248961105329,4.77758488551305,0.992906604827156,0.975266935825802
2,"growth_increment_50",1,1,0,"weak","none",NA,FALSE,2.12248961105329,TRUE,12,14.1224896110533,1.23533389641496,11.6682994946,14.1373949465725,16.4458843801131,TRUE,1.71815054797162,4.77758488551305,2.12248961105329,4.77758488551305,1,1
2,"growth_increment_50",91,1,800,"correct","robust",0.990694980544151,FALSE,1.84731716440936,TRUE,12,13.8473171644094,1.13660970930834,11.5606695394744,13.9105567447539,16.0352319251083,TRUE,1.62528715818688,4.47456238563384,2.12248961105329,4.77758488551305,0.870353925309736,0.93657412539167
2,"growth_increment_50",81,1,200,"correct","robust",0.975669292211453,FALSE,1.88661688001928,TRUE,12,13.8866168800193,1.16606897171816,11.4851671250117,13.9621563083801,16.0402736918532,TRUE,1.61792906404106,4.55510656684151,2.12248961105329,4.77758488551305,0.888869783010642,0.953432890466029
2,"growth_increment_50",111,1,200,"biased","robust",0.991215166799651,FALSE,2.0667492147651,TRUE,12,14.0667492147651,1.13670218924702,11.8825745163838,14.0785420139962,16.2747558271651,TRUE,1.8181976196722,4.39218131078124,2.12248961105329,4.77758488551305,0.973738200649884,0.919330878682982
